Protein,Len,NO,NO,NO,OO,OO,OO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot
m.11826,566,4,7,1,2,2,2,-0.492,-0.9186,0.000011,0.614845,0,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3",Q8CHT0
m.22904,580,27,21,23,23,18,22,0.118,0.7149,0.406997,0.02058,0.740818,PDZ and LIM domain protein 5 OS=Mus musculus GN=Pdlim5 PE=1 SV=4,Q8CI51
m.13026,699,1,2,0,1,2,2,0.415,0.6208,0.692277,0.057324,0.745385,Solute carrier family 26 member 6 OS=Mus musculus GN=Slc26a6 PE=1 SV=2,Q8CIW6
m.21842,395,67,63,74,33,34,36,-0.451,-3.8574,0,0.564721,0,Rootletin OS=Mus musculus GN=Crocc PE=1 SV=2,Q8CJ40
m.10944,532,1,0,0,0,0,0,0.148,0.1551,1,0.555666,0.558059,E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1,Q8CJB9
m.21001,182,0,0,2,1,0,0,-0.073,-0.0946,0.914185,0.654529,0.195628,Peptide methionine sulfoxide reductase MsrB OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=msrB PE=3 SV=3,Q8F7W8
m.3675,482,30,17,15,17,16,17,0.003,0.018,1,0.627983,0.367287,Alpha-L-fucosidase 1 OS=Arabidopsis thaliana GN=FUC1 PE=1 SV=2,Q8GW72
m.2349,652,0,0,0,0,0,1,0.166,0.2004,1,0.519014,0.604771,Cleavage stimulation factor subunit 2 OS=Bos taurus GN=CSTF2 PE=2 SV=1,Q8HXM1
m.6233,239,5,18,1,15,10,10,0.617,2.2839,0,0,0.62288,"Superoxide dismutase [Mn], mitochondrial OS=Pongo pygmaeus GN=SOD2 PE=2 SV=3",Q8HXP6
m.12839,312,3,5,6,11,10,11,1.056,3.2893,0,0,0.58934,Palmitoyl-protein thioesterase 1 OS=Macaca fascicularis GN=PPT1 PE=2 SV=1,Q8HXW6
m.3736,107,0,0,0,2,0,1,0.481,0.6174,0.701474,0.059265,0.745441,Cystatin-B OS=Pan troglodytes GN=CSTB PE=3 SV=1,Q8I030
m.4968,676,0,0,1,1,0,0,0.191,0.2312,0.997127,0.490038,0.631568,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1,Q8IDX6
m.5628,431,42,71,77,61,60,68,0.232,2.2448,0,0,0.624784,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1,Q8IDX6
m.5787,463,0,1,1,0,1,0,0.228,0.2441,0.995696,0.47694,0.641638,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1,Q8IDX6
m.6058,1126,1,0,0,1,2,5,1.315,1.9252,0,0,0.642452,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1,Q8IDX6
m.8103,997,3,1,2,0,0,0,-0.598,-0.767,0.000318,0.623437,0.000012,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1,Q8IDX6
m.9978,986,0,0,0,1,0,0,0.209,0.2349,0.996476,0.486337,0.634522,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1,Q8IDX6
m.5442,167,33,22,27,27,29,30,0.291,1.8578,0,0,0.646652,40S ribosomal protein S18 OS=Branchiostoma belcheri GN=RPS18 PE=2 SV=1,Q8ISP0
m.259,296,1,0,1,2,2,1,0.807,1.0774,0.00283,0.000069,0.707125,Protein CREG2 OS=Homo sapiens GN=CREG2 PE=1 SV=1,Q8IUH2
m.10387,484,12,14,8,22,22,18,0.845,3.8428,0,0,0.578834,Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1,Q8IV20
m.5851,386,1,0,0,0,0,0,0.221,0.2373,0.996357,0.483914,0.63641,Pleckstrin homology domain-containing family H member 2 OS=Homo sapiens GN=PLEKHH2 PE=2 SV=2,Q8IVE3
m.30966,288,2,1,0,0,0,0,-0.185,-0.2146,0.630138,0.661098,0.07132,Somatomedin-B and thrombospondin type-1 domain-containing protein OS=Homo sapiens GN=SBSPON PE=1 SV=2,Q8IVN8
m.1355,1555,10,9,12,9,8,9,0.055,0.2008,1,0.518659,0.605145,Lipoxygenase homology domain-containing protein 1 OS=Homo sapiens GN=LOXHD1 PE=2 SV=3,Q8IVV2
m.12842,247,2,1,1,0,0,0,-0.079,-0.0923,0.917518,0.654219,0.198762,"Signal peptide, CUB and EGF-like domain-containing protein 3 OS=Homo sapiens GN=SCUBE3 PE=1 SV=1",Q8IX30
m.23752,465,0,1,0,1,2,1,0.583,0.7247,0.377413,0.018292,0.740087,NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens GN=SIRT2 PE=1 SV=2,Q8IXJ6
m.1652,495,120,173,130,116,111,112,0.02,0.2638,0.993812,0.45587,0.655781,Synaptic vesicle membrane protein VAT-1 homolog OS=Danio rerio GN=vat1 PE=2 SV=1,Q8JFV8
m.6854,281,2,1,1,2,2,2,0.642,1.0483,0.004839,0.000121,0.709826,Poly(U)-specific endoribonuclease-A OS=Xenopus laevis GN=endou-a PE=1 SV=1,Q8JFY9
m.21227,279,0,0,1,0,0,0,0.196,0.2202,0.998302,0.50076,0.622452,Tolloid-like protein 1 OS=Xenopus laevis GN=tll1 PE=1 SV=1,Q8JI28
m.9613,714,0,1,0,1,0,0,0.211,0.2467,0.995218,0.474231,0.643587,Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus GN=Eif3b PE=1 SV=1,Q8JZQ9
m.34307,327,3,1,0,4,5,6,1.332,2.624,0,0,0.60856,5-oxoprolinase OS=Mus musculus GN=Oplah PE=2 SV=1,Q8K010
m.31623,358,23,37,19,9,9,9,-0.842,-3.8196,0,0.564887,0,"GDP-mannose 4,6 dehydratase OS=Mus musculus GN=Gmds PE=2 SV=1",Q8K0C9
m.5484,707,2,3,0,1,0,0,-0.537,-0.7555,0.000401,0.624154,0.000015,Sodium/myo-inositol cotransporter 2 OS=Mus musculus GN=Slc5a11 PE=2 SV=1,Q8K0E3
m.10567,295,0,0,4,1,0,0,-0.556,-0.7333,0.000624,0.625568,0.000024,Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2,Q8K1T0
m.29582,292,2,3,2,4,6,3,0.892,1.8798,0,0,0.645262,Ferric-chelate reductase 1 OS=Mus musculus GN=FRRS1 PE=1 SV=1,Q8K385
m.13089,190,21,13,22,19,23,17,0.278,1.4002,0.000002,0,0.679364,Protein LZIC OS=Mus musculus GN=Lzic PE=1 SV=1,Q8K3C3
m.5075,186,2,2,0,0,0,1,-0.413,-0.5718,0.011296,0.63707,0.00053,COMM domain-containing protein 1 OS=Mus musculus GN=Commd1 PE=2 SV=2,Q8K4M5
m.10575,652,4,3,5,2,1,2,-0.701,-1.2364,0,0.600637,0,Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1,Q8K5C0
m.11831,212,23,25,27,20,14,18,-0.129,-0.7138,0.000911,0.626842,0.000036,Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1,Q8L7C9
m.20656,236,0,7,9,13,14,13,1.126,3.8235,0,0,0.579183,Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1,Q8L7C9
m.10101,187,1,0,0,0,0,0,0.113,0.1375,1,0.568033,0.537523,Universal stress protein A-like protein OS=Arabidopsis thaliana GN=At3g01520 PE=1 SV=2,Q8LGG8
m.9015,170,24,16,27,18,17,16,-0.037,-0.1912,0.700724,0.661058,0.089231,Universal stress protein A-like protein OS=Arabidopsis thaliana GN=At3g01520 PE=1 SV=2,Q8LGG8
m.15722,235,11,7,19,18,18,24,0.714,3.4437,0,0,0.586271,Retinal dehydrogenase 1 OS=Oryctolagus cuniculus GN=ALDH1A1 PE=2 SV=1,Q8MI17
m.9652,236,53,41,43,31,22,24,-0.36,-2.6803,0,0.572486,0,Retinal dehydrogenase 1 OS=Oryctolagus cuniculus GN=ALDH1A1 PE=2 SV=1,Q8MI17
m.2877,192,1,0,0,0,0,0,0.192,0.206,0.999865,0.513989,0.609941,L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2,Q8N0W3
m.750,800,0,4,1,0,0,0,-0.529,-0.7311,0.000651,0.62571,0.000025,L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2,Q8N0W3
m.6751,684,0,0,3,0,0,0,-0.348,-0.4539,0.065638,0.646568,0.003594,WD repeat-containing protein 16 OS=Homo sapiens GN=WDR16 PE=1 SV=3,Q8N1V2
m.13094,265,1,1,1,4,5,6,1.946,3.0159,0,0,0.596049,von Willebrand factor D and EGF domain-containing protein OS=Homo sapiens GN=VWDE PE=2 SV=4,Q8N2E2
m.4268,630,0,0,2,1,1,2,0.225,0.2744,0.992768,0.444014,0.662801,von Willebrand factor D and EGF domain-containing protein OS=Homo sapiens GN=VWDE PE=2 SV=4,Q8N2E2
m.15259,327,0,0,0,1,1,0,0.116,0.1267,1,0.575125,0.524265,Epidermal retinol dehydrogenase 2 OS=Homo sapiens GN=SDR16C5 PE=2 SV=2,Q8N3Y7
m.34768,124,3,0,1,0,0,0,-0.357,-0.4781,0.046997,0.644583,0.002484,Follistatin-related protein 5 OS=Homo sapiens GN=FSTL5 PE=2 SV=2,Q8N475
m.6360,417,2,0,0,0,1,0,-0.034,-0.0407,0.973845,0.644891,0.274478,Protein FAM63A OS=Homo sapiens GN=FAM63A PE=1 SV=2,Q8N5J2
m.12673,228,12,10,8,16,13,18,0.654,2.7908,0,0,0.602792,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,Q8N6F8
m.14946,234,4,1,6,0,0,0,-1.163,-1.7162,0,0.586297,0,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,Q8N6F8
m.25058,226,1,1,0,0,0,0,0.242,0.2809,0.991915,0.436571,0.666909,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,Q8N6F8
m.37963,226,2,2,1,3,2,3,0.739,1.2636,0.000059,0.000001,0.690552,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,Q8N6F8
m.500,227,1,0,0,0,0,0,0.252,0.3047,0.989649,0.408272,0.680748,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,Q8N6F8
m.8493,227,4,0,2,0,0,0,-0.708,-1.0533,0,0.608287,0,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,Q8N6F8
m.22064,312,7,0,0,3,3,3,0.225,0.4494,0.954214,0.218934,0.732117,ADAMTS-like protein 1 OS=Homo sapiens GN=ADAMTSL1 PE=1 SV=4,Q8N6G6
m.16972,413,1,0,0,0,0,0,0.144,0.1736,1,0.541554,0.5782,ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2,Q8N6T3
m.3410,419,8,6,8,17,16,15,1.02,4.046,0,0,0.575442,Protein enabled homolog OS=Homo sapiens GN=ENAH PE=1 SV=2,Q8N8S7
m.2542,649,0,1,0,13,13,17,2.955,4.7411,0,0,0.567225,Guanylate-binding protein 7 OS=Homo sapiens GN=GBP7 PE=2 SV=2,Q8N8V2
m.21741,192,0,0,0,0,1,1,0.124,0.1358,1,0.569173,0.535468,NHL repeat-containing protein 2 OS=Homo sapiens GN=NHLRC2 PE=1 SV=1,Q8NBF2
m.28419,437,0,1,0,2,4,4,1.572,2.1135,0,0,0.6316,Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens GN=SCCPDH PE=1 SV=1,Q8NBX0
m.1456,431,10,3,4,16,9,13,1.06,3.6351,0,0,0.582685,Group XV phospholipase A2 OS=Homo sapiens GN=PLA2G15 PE=1 SV=2,Q8NCC3
m.23926,521,5,2,6,7,5,7,0.622,1.6863,0,0,0.65813,Protein LSM14 homolog A OS=Homo sapiens GN=LSM14A PE=1 SV=3,Q8ND56
m.11430,456,6,0,2,0,0,0,-1.018,-1.3913,0,0.59516,0,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2,Q8NDA2
m.32828,176,15,15,13,18,18,20,0.498,2.4743,0,0,0.614406,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2,Q8NDA2
m.4183,428,0,1,0,0,0,0,0.151,0.1687,1,0.545404,0.573007,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2,Q8NDA2
m.9723,684,0,0,227,0,0,0,-4.311,-6.2119,0,0.558955,0,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2,Q8NDA2
m.11721,335,0,0,0,1,0,0,0.135,0.152,1,0.557919,0.55454,Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3,Q8NDA8
m.24609,159,1,0,2,0,0,0,-0.162,-0.1866,0.714089,0.660992,0.093108,Nucleoporin Nup37 OS=Homo sapiens GN=NUP37 PE=1 SV=1,Q8NFH4
m.18995,284,0,2,0,0,2,3,0.64,0.9999,0.011285,0.000293,0.714377,Aflatoxin B1 aldehyde reductase member 4 OS=Homo sapiens GN=AKR7L PE=2 SV=6,Q8NHP1
m.16423,301,1,1,1,5,3,3,1.564,2.2697,0,0,0.623564,Uncharacterized oxidoreductase MW2403 OS=Staphylococcus aureus (strain MW2) GN=MW2403 PE=3 SV=1,Q8NUV9
m.38570,122,4,2,1,2,2,3,0.242,0.4451,0.956523,0.224419,0.731242,RING-box protein 1 OS=Salmo salar GN=rbx1 PE=2 SV=2,Q8QG64
m.33026,112,22,21,30,26,28,23,0.288,1.7129,0,0,0.656278,Small ubiquitin-related modifier 1 OS=Gallus gallus GN=SUMO1 PE=3 SV=1,Q8QGH2
m.645,189,0,0,0,0,0,1,0.298,0.3289,0.987036,0.377996,0.693007,Pituitary tumor-transforming gene 1 protein-interacting protein OS=Mus musculus GN=Pttg1ip PE=1 SV=1,Q8R143
m.23103,397,3,4,0,2,3,2,0.075,0.1375,1,0.568033,0.537523,Acylamino-acid-releasing enzyme OS=Mus musculus GN=Apeh PE=2 SV=3,Q8R146
m.28774,853,0,0,0,3,3,2,1.28,1.9285,0,0,0.642251,Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus GN=Eif3c PE=1 SV=1,Q8R1B4
m.25564,220,0,0,0,1,1,0,0.181,0.211,0.999205,0.509408,0.614443,Transmembrane emp24 domain-containing protein 4 OS=Mus musculus GN=Tmed4 PE=2 SV=1,Q8R1V4
m.10139,271,0,0,0,2,3,2,1.106,1.6524,0,0,0.660523,Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus GN=Impg1 PE=1 SV=1,Q8R1W8
m.6495,278,4,3,4,6,4,4,0.46,1.1587,0.000573,0.000013,0.699725,Zinc finger CCCH domain-containing protein 10 OS=Mus musculus GN=Zc3h10 PE=2 SV=1,Q8R205
m.11734,369,0,0,0,0,1,0,0.107,0.1241,1,0.576776,0.520998,ERO1-like protein beta OS=Mus musculus GN=Ero1lb PE=1 SV=1,Q8R2E9
m.34844,166,1,3,3,0,0,2,-0.345,-0.5187,0.025968,0.641277,0.001301,Coiled-coil domain-containing protein 12 OS=Mus musculus GN=Ccdc12 PE=2 SV=2,Q8R344
m.9726,370,0,0,0,1,0,1,0.202,0.2256,0.997546,0.495547,0.626987,Nuclear inhibitor of protein phosphatase 1 OS=Mus musculus GN=Ppp1r8 PE=1 SV=1,Q8R3G1
m.8863,268,0,1,0,0,0,0,0.214,0.2278,0.997463,0.493396,0.628802,Monoglyceride lipase OS=Rattus norvegicus GN=Mgll PE=1 SV=1,Q8R431
m.12795,196,0,0,1,0,0,0,0.309,0.3532,0.983759,0.346404,0.703642,Serine/threonine-protein kinase Sgk3 OS=Rattus norvegicus GN=Sgk3 PE=1 SV=2,Q8R4V0
m.1437,515,10,8,8,5,4,3,-0.569,-1.6736,0,0.587275,0,Oncoprotein-induced transcript 3 protein OS=Mus musculus GN=Oit3 PE=2 SV=2,Q8R4V5
m.23963,466,2,1,1,0,0,0,-0.103,-0.1239,0.864566,0.657785,0.15795,Oncoprotein-induced transcript 3 protein OS=Mus musculus GN=Oit3 PE=2 SV=2,Q8R4V5
m.24252,347,1,2,1,0,0,0,-0.095,-0.1168,0.877761,0.657111,0.166678,Oncoprotein-induced transcript 3 protein OS=Mus musculus GN=Oit3 PE=2 SV=2,Q8R4V5
m.21993,204,0,0,1,0,0,1,0.262,0.295,0.9907,0.419998,0.675332,Protocadherin Fat 3 OS=Rattus norvegicus GN=Fat3 PE=1 SV=1,Q8R508
m.28013,833,16,11,10,13,11,9,0.122,0.527,0.883677,0.130088,0.742772,Protocadherin Fat 3 OS=Rattus norvegicus GN=Fat3 PE=1 SV=1,Q8R508
m.30904,460,0,0,0,0,0,1,0.092,0.1094,1,0.585728,0.50201,Interferon-induced helicase C domain-containing protein 1 OS=Mus musculus GN=Ifih1 PE=1 SV=1,Q8R5F7
m.26935,282,5,2,2,3,3,1,0.024,0.044,1,0.618105,0.407906,Gamma-sarcoglycan OS=Canis familiaris GN=SGCG PE=3 SV=1,Q8SQ72
m.21052,665,1,2,2,1,4,4,0.852,1.4471,0.000001,0,0.675711,Midasin OS=Giardia intestinalis GN=MDN1 PE=3 SV=1,Q8T5T1
m.12698,142,37,24,20,23,23,26,0.116,0.703,0.44374,0.023681,0.741655,40S ribosomal protein S19 OS=Branchiostoma belcheri GN=RPS19 PE=2 SV=1,Q8T5Z4
m.9699,450,29,28,11,33,28,20,0.419,2.5084,0,0,0.613016,Tubulin alpha-1 chain OS=Aplysia californica PE=2 SV=1,Q8T6A5
m.1390,448,83,73,69,46,46,45,-0.262,-2.3063,0,0.576219,0,Tauropine dehydrogenase OS=Arabella iricolor GN=tadh PE=1 SV=1,Q8T882
m.17769,574,2,1,2,3,3,4,0.984,1.7543,0,0,0.653446,Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3,Q8TB22
m.9698,154,0,0,0,2,3,2,1.2,1.6193,0,0,0.662893,Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3,Q8TB22
m.4953,233,0,0,0,2,1,2,0.757,1.0661,0.003494,0.000086,0.70817,Synaptoporin OS=Homo sapiens GN=SYNPR PE=2 SV=1,Q8TBG9
m.3953,259,0,0,0,2,0,1,0.49,0.5869,0.776424,0.078944,0.745485,Interferon-induced protein 44 OS=Homo sapiens GN=IFI44 PE=2 SV=2,Q8TCB0
m.18667,123,1,1,0,1,0,0,0.145,0.1714,1,0.543293,0.575881,"Sushi, nidogen and EGF-like domain-containing protein 1 OS=Homo sapiens GN=SNED1 PE=2 SV=2",Q8TER0
m.519,515,133,92,84,92,85,79,0.046,0.5361,0.871,0.121247,0.743457,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1 OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) GN=gpmI1 PE=3 SV=1",Q8TMI6
m.1265,381,0,0,0,0,1,0,0.259,0.2896,0.991111,0.426412,0.672185,Protein mab-21-like 2 OS=Danio rerio GN=mab21l2 PE=2 SV=1,Q8UUZ1
m.904,870,10,15,5,7,4,5,-0.406,-1.3179,0,0.597648,0,Piwi-like protein 1 OS=Danio rerio GN=piwil1 PE=1 SV=1,Q8UVX0
m.19271,554,3,2,1,2,2,0,0.024,0.0402,1,0.619646,0.402049,Tether containing UBX domain for GLUT4 OS=Mus musculus GN=Aspscr1 PE=1 SV=1,Q8VBT9
m.5522,429,5,4,1,8,6,5,0.843,2.098,0,0,0.632446,Cystathionine gamma-lyase OS=Mus musculus GN=Cth PE=1 SV=1,Q8VCN5
m.8180,154,5,2,1,2,2,3,0.039,0.072,1,0.60565,0.449915,Alpha/beta hydrolase domain-containing protein 14B OS=Mus musculus GN=Abhd14b PE=2 SV=1,Q8VCR7
m.5804,1293,33,12,21,25,21,25,0.293,1.8448,0,0,0.647482,Vigilin OS=Mus musculus GN=Hdlbp PE=1 SV=1,Q8VDJ3
m.11687,197,2,0,0,1,0,0,-0.164,-0.2098,0.645301,0.661128,0.074755,Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1,Q8VED2
m.227,359,1,1,1,10,12,11,2.692,4.5225,0,0,0.569437,"Phosphate carrier protein, mitochondrial OS=Mus musculus GN=Slc25a3 PE=1 SV=1",Q8VEM8
m.10723,443,2,1,0,0,1,1,-0.117,-0.1387,0.834301,0.658969,0.140635,GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1,Q8VHI3
m.64,594,0,0,0,1,0,0,0.248,0.2825,0.991878,0.43472,0.667899,Transmembrane protease serine 11D OS=Rattus norvegicus GN=Tmprss11d PE=2 SV=1,Q8VHJ4
m.13295,297,2,0,0,5,3,2,1.181,1.8122,0,0,0.649594,Leukocyte elastase inhibitor B OS=Mus musculus GN=Serpinb1b PE=1 SV=1,Q8VHP7
m.9199,682,0,0,1,1,0,0,0.296,0.3491,0.984307,0.351801,0.701958,Synaptotagmin-like protein 4 OS=Rattus norvegicus GN=Sytl4 PE=1 SV=1,Q8VHQ7
m.10938,346,6,7,5,11,0,3,0.008,0.0214,1,0.626778,0.37266,Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1,Q8VHT6
m.2105,1047,1,0,0,0,0,0,0.21,0.2369,0.996365,0.48432,0.636097,Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Rattus norvegicus GN=Ppp4r1 PE=2 SV=1,Q8VI02
m.5538,480,48,75,69,61,58,55,0.14,1.3698,0.000005,0,0.68178,Selenium-binding protein 1 OS=Rattus norvegicus GN=Selenbp1 PE=1 SV=1,Q8VIF7
m.9135,505,34,21,11,18,13,16,-0.119,-0.6173,0.005278,0.633615,0.000234,Selenium-binding protein 1 OS=Rattus norvegicus GN=Selenbp1 PE=1 SV=1,Q8VIF7
m.9389,756,0,0,1,0,0,0,0.198,0.2203,0.998288,0.500664,0.622537,Bifunctional protein NCOAT OS=Rattus norvegicus GN=Mgea5 PE=1 SV=1,Q8VIJ5
m.34529,167,1,0,0,1,0,1,0.149,0.1738,1,0.541395,0.578409,"Probable lactoylglutathione lyase, chloroplast OS=Arabidopsis thaliana GN=At1g67280 PE=2 SV=1",Q8W593
m.859,193,0,0,0,3,3,2,1.355,1.9136,0,0,0.643163,High affinity copper uptake protein 1 OS=Sus scrofa GN=SLC31A1 PE=2 SV=1,Q8WNR0
m.5036,327,6,5,4,4,1,4,-0.358,-0.8019,0.000154,0.621322,0.000005,Probable pyridoxine biosynthesis SNZERR OS=Suberites domuncula GN=SNZERR PE=2 SV=2,Q8WPW2
m.15054,242,67,82,86,57,67,62,-0.006,-0.0573,0.9594,0.648409,0.249151,Tropomyosin OS=Trichinella pseudospiralis PE=2 SV=1,Q8WR63
m.5186,242,236,216,239,186,190,181,0.025,0.442,0.958058,0.228399,0.730592,Tropomyosin OS=Trichinella pseudospiralis PE=2 SV=1,Q8WR63
m.17794,846,41,57,44,57,62,58,0.451,4.0981,0,0,0.574667,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1,Q8WUM4
m.27456,501,0,0,1,1,0,0,0.102,0.1173,1,0.581,0.512326,Sorting nexin-33 OS=Homo sapiens GN=SNX33 PE=1 SV=1,Q8WV41
m.16859,1199,33,39,38,25,22,26,-0.168,-1.1506,0,0.604054,0,Interactor protein for cytohesin exchange factors 1 OS=Homo sapiens GN=IPCEF1 PE=1 SV=1,Q8WWN9
m.13288,883,0,1,0,0,0,0,0.132,0.145,1,0.562886,0.546438,Stabilin-2 OS=Homo sapiens GN=STAB2 PE=1 SV=3,Q8WWQ8
m.14738,152,7,0,1,3,3,2,0.082,0.1601,1,0.551967,0.563648,Lipase member H OS=Homo sapiens GN=LIPH PE=1 SV=1,Q8WWY8
m.15288,254,1,1,0,0,0,0,0.227,0.2642,0.993766,0.455429,0.656054,RUN and FYVE domain-containing protein 2 OS=Homo sapiens GN=RUFY2 PE=1 SV=2,Q8WXA3
m.9583,214,1,0,0,4,6,6,2.038,3.056,0,0,0.594954,Serine/arginine-rich splicing factor 12 OS=Homo sapiens GN=SRSF12 PE=2 SV=1,Q8WXF0
m.16603,418,1,1,0,0,0,0,0.182,0.2053,0.999914,0.514623,0.609302,G-protein coupled receptor 98 OS=Homo sapiens GN=GPR98 PE=1 SV=2,Q8WXG9
m.5045,171,0,5,0,3,4,4,0.65,1.3258,0.000014,0,0.685349,Contactin-associated protein-like 5 OS=Homo sapiens GN=CNTNAP5 PE=2 SV=1,Q8WYK1
m.19514,1648,10,10,3,3,0,1,-1.379,-2.681,0,0.57248,0,Titin OS=Homo sapiens GN=TTN PE=1 SV=4,Q8WZ42
m.6620,708,17,12,21,10,8,6,-0.5,-1.9256,0,0.582129,0,Titin OS=Homo sapiens GN=TTN PE=1 SV=4,Q8WZ42
m.9891,150,10,14,18,18,14,16,0.375,1.7686,0,0,0.652483,Calmodulin OS=Paxillus involutus GN=calA PE=2 SV=3,Q8X187
m.19455,354,1,0,1,2,2,0,0.796,1.1193,0.001264,0.00003,0.703283,Uncharacterized WD repeat-containing protein alr2800 OS=Nostoc sp. (strain PCC 7120 / UTEX 2576) GN=alr2800 PE=4 SV=1,Q8YTC2
m.6180,693,78,129,156,114,109,110,0.151,1.939,0,0,0.641614,Heat shock protein HSP 90-alpha 1 OS=Danio rerio GN=hsp90a.1 PE=1 SV=3,Q90474
m.17922,150,0,3,0,1,0,2,-0.05,-0.0714,0.944482,0.651002,0.228292,Vitellogenin-1 OS=Fundulus heteroclitus GN=vtg1 PE=1 SV=2,Q90508
m.3978,582,13,21,7,21,21,21,0.665,3.0356,0,0,0.595507,Tyrosine-protein phosphatase non-receptor type 11 OS=Gallus gallus GN=PTPN11 PE=2 SV=1,Q90687
m.4960,840,71,73,54,50,47,43,-0.113,-1.0429,0,0.608763,0,Elongation factor 2 OS=Gallus gallus GN=EEF2 PE=1 SV=3,Q90705
m.13120,421,2,2,0,0,2,1,0.009,0.0121,0.999905,0.630016,0.357931,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1,Q90744
m.1655,411,5,19,18,16,14,15,0.305,1.4112,0.000002,0,0.6785,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1,Q90744
m.22427,401,4,0,6,5,3,4,0.309,0.7253,0.375661,0.018159,0.740042,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1,Q90744
m.9560,412,4,5,2,3,0,1,-0.573,-1.0623,0,0.607879,0,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1,Q90744
m.5983,227,1,0,0,0,0,0,0.187,0.2051,0.999926,0.514804,0.609119,Dickkopf-related protein 3 OS=Gallus gallus GN=DKK3 PE=2 SV=1,Q90839
m.13601,251,9,8,8,4,4,4,-0.504,-1.4759,0,0.592524,0,Protease inhibitor textilinin-2 OS=Pseudonaja textilis textilis PE=1 SV=1,Q90WA0
