Protein,Len,NO,NO,NO,ON,ON,ON,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,
m.34626,203,0,0,0,1,0,0,0.287,0.3334,1,0.531262,0.647785,Photosystem II CP43 chlorophyll apoprotein OS=Odontella sinensis GN=psbC PE=3 SV=1,P49472
m.3463,3039,58,33,27,37,14,5,-0.442,-2.6524,0,0.603678,0,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=4",Q9QXZ0
m.34654,179,0,0,0,0,0,0,0.262,0.3118,0.999837,0.551785,0.631711,Protein VAC14 homolog OS=Danio rerio GN=vac14 PE=2 SV=1,Q66L58
m.34670,446,2,0,0,0,0,0,-0.021,-0.0265,0.914391,0.703522,0.199776,Phosphatase and actin regulator 1 OS=Gallus gallus GN=PHACTR1 PE=2 SV=1,Q801X6
m.34679,198,0,0,0,0,0,1,0.319,0.3769,1,0.485012,0.675564,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2,P14866
m.34688,318,9,5,5,6,5,2,-0.112,-0.3034,0.187551,0.696721,0.014946,m.34688,
m.34690,147,2,3,3,0,4,0,-0.025,-0.0471,0.878508,0.705496,0.173931,Tolloid-like protein 1 OS=Homo sapiens GN=TLL1 PE=1 SV=1,O43897
m.347,455,61,122,45,52,119,85,0.425,4.7173,0,0,0.596817,Catalase OS=Drosophila melanogaster GN=Cat PE=1 SV=2,P17336
m.34706,440,0,0,1,2,0,0,0.515,0.6344,0.882586,0.152553,0.750767,Mitochondrial-processing peptidase subunit alpha OS=Mus musculus GN=Pmpca PE=1 SV=1,Q9DC61
m.34713,109,0,2,0,4,1,0,0.711,1.0698,0.020517,0.001135,0.712854,Predicted protein OS=Nematostella vectensis GN=v1g225333 PE=4 SV=1,3289220
m.34720,247,0,0,1,1,0,0,0.209,0.2511,1,0.600905,0.577492,Vascular endothelial growth factor A OS=Cavia porcellus GN=VEGFA PE=2 SV=1,P26617
m.3473,679,0,1,0,0,0,4,0.977,1.2989,0.000514,0.000021,0.687363,WASH complex subunit FAM21 OS=Pongo abelii GN=FAM21 PE=2 SV=1,Q5RDC1
m.34742,173,0,0,0,0,0,0,0.254,0.2797,1,0.579299,0.60476,m.34742,
m.34744,110,0,0,0,0,0,0,0.201,0.2211,1,0.620783,0.545487,m.34744,
m.34749,285,1,0,0,0,0,0,0.341,0.3794,1,0.482159,0.676986,WAS protein family homolog 1 OS=Danio rerio GN=Wash1 PE=2 SV=2,A4IG59
m.34768,124,3,0,1,1,0,0,-0.295,-0.3951,0.066653,0.687383,0.004576,Follistatin-related protein 5 OS=Homo sapiens GN=FSTL5 PE=2 SV=2,Q8N475
m.3477,1085,60,39,17,36,40,23,0.161,1.1371,0.007633,0.000389,0.704531,"Pyruvate carboxylase, mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2",P11498
m.34772,240,2,0,2,0,4,0,0.541,0.9225,0.131656,0.008846,0.732414,FK506-binding protein 15 OS=Homo sapiens GN=FKBP15 PE=1 SV=2,Q5T1M5
m.34788,177,1,0,0,0,0,0,0.172,0.1856,1,0.640905,0.503144,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1,3275455
m.34789,370,2,2,3,2,4,0,0.267,0.4731,1,0.362715,0.718711,Nucleoprotein TPR OS=Rattus norvegicus GN=Tpr PE=1 SV=1,F1MA98
m.348,295,42,17,22,22,30,8,-0.012,-0.0639,0.844197,0.70668,0.154302,Galaxin OS=Galaxea fascicularis GN=galaxin PE=2 SV=1,5274797
m.3480,905,0,0,1,0,0,0,0.326,0.4038,1,0.45328,0.689948,DNA topoisomerase 1 OS=Chlorocebus aethiops GN=TOP1 PE=2 SV=1,Q7YR26
m.34809,103,2,0,0,0,0,0,-0.062,-0.0778,0.812507,0.70739,0.139111,Nucleoprotein TPR OS=Mus musculus GN=Tpr PE=1 SV=1,F6ZDS4
m.34818,176,0,1,0,0,0,0,0.341,0.3887,1,0.471372,0.68212,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_121360 PE=4 SV=1,3684237
m.3482,438,0,0,0,0,0,1,0.28,0.2931,1,0.568241,0.616471,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Acadsb PE=1 SV=1",P70584
m.34844,166,1,3,3,1,1,0,-0.614,-0.8493,0.000031,0.649052,0.000001,Coiled-coil domain-containing protein 12 OS=Mus musculus GN=Ccdc12 PE=2 SV=2,Q8R344
m.3487,164,1,3,4,2,2,1,-0.229,-0.3701,0.09023,0.689969,0.006416,"Adrenodoxin, mitochondrial OS=Sus scrofa GN=FDX1 PE=1 SV=2",P00258
m.34903,171,1,4,0,2,0,0,-0.168,-0.2402,0.334024,0.702439,0.030861,Predicted protein OS=Nematostella vectensis GN=v1g245425 PE=4 SV=1,3279147
m.34934,519,0,0,0,0,0,0,0.199,0.2228,1,0.619729,0.547394,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8 PE=1 SV=2,Q14318
m.3494,2140,604,505,454,487,365,396,0.084,2.3907,0,0,0.62865,"Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus GN=Sptan1 PE=1 SV=2",P16086
m.34960,270,13,1,3,1,2,0,-1.226,-2.0646,0,0.611145,0,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,P31696
m.34980,153,0,0,1,0,0,3,0.851,1.1154,0.01059,0.000555,0.707147,DNA polymerase epsilon subunit 3 OS=Pongo abelii GN=POLE3 PE=2 SV=1,Q5R4W3
m.34982,158,0,0,0,0,0,0,0.205,0.24,1,0.608582,0.566058,m.34982,
m.3499,474,0,0,0,0,0,0,0.243,0.2907,1,0.570266,0.614422,A.superbus venom factor 1 OS=Austrelaps superbus PE=1 SV=1,Q0ZZJ6
m.34991,288,17,11,6,15,15,13,0.531,2.2272,0,0,0.634564,Uncharacterized protein y4mH OS=Rhizobium sp. (strain NGR234) GN=NGR_a02510 PE=4 SV=1,P55567
m.34993,434,3,0,2,2,1,0,-0.161,-0.2409,0.332113,0.702383,0.030627,Predicted protein OS=Nematostella vectensis GN=v1g240022 PE=4 SV=1,3269697
m.34996,174,3,2,0,0,0,1,-0.566,-0.7417,0.000273,0.65633,0.000013,m.34996,
m.350,346,0,0,0,0,0,0,0.212,0.2469,1,0.603855,0.573222,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_76934 PE=4 SV=1,3672508
m.3501,191,4,5,6,2,2,1,-0.862,-1.6997,0,0.616651,0,Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1,O16025
m.35012,113,0,0,0,0,0,0,0.275,0.2986,0.999791,0.563525,0.621084,m.35012,
m.35015,364,1,0,0,0,0,0,0.223,0.2564,1,0.597102,0.582782,m.35015,
m.35043,161,0,4,5,1,0,0,-1.058,-1.5787,0,0.619244,0,Predicted protein OS=Nematostella vectensis GN=v1g239031 PE=4 SV=1,3268046
m.35065,173,0,0,0,0,0,0,0.287,0.3357,1,0.52898,0.649405,Ras-related protein Rab-10 OS=Gallus gallus GN=RAB10 PE=2 SV=1,Q5ZIT5
m.35068,261,0,0,1,0,0,0,0.269,0.3138,0.99977,0.549953,0.633266,Putative uncharacterized protein OS=Acropora millepora PE=2 SV=1,4396302
m.35071,140,35,23,24,19,13,13,-0.307,-1.6504,0,0.617633,0,m.35071,
m.35095,162,0,0,0,0,0,0,0.292,0.315,0.999692,0.548847,0.634193,Predicted protein OS=Nematostella vectensis GN=v1g212049 PE=4 SV=1,3278686
m.35097,192,0,0,0,0,0,0,0.317,0.3637,1,0.499728,0.667752,Triple functional domain protein OS=Danio rerio GN=trio PE=3 SV=1,Q1LUA6
m.35100,307,0,0,0,0,0,0,0.228,0.2716,1,0.585691,0.597355,Integrin alpha-4 OS=Mus musculus GN=Itga4 PE=1 SV=1,Q00651
m.35136,334,3,2,2,0,2,0,-0.388,-0.6013,0.003345,0.667473,0.000182,m.35136,
m.35147,172,2,6,3,7,9,5,0.962,2.4483,0,0,0.626745,Myosin regulatory light polypeptide 9 OS=Bos taurus GN=MYL9 PE=2 SV=3,Q5E9E2
m.35149,118,0,0,0,0,0,0,0.291,0.3258,0.99994,0.53867,0.64231,Peroxisomal carnitine O-octanoyltransferase OS=Homo sapiens GN=CROT PE=1 SV=2,Q9UKG9
m.35151,141,0,0,0,0,0,0,0.285,0.3477,1,0.516775,0.657573,Arylsulfatase I OS=Rattus norvegicus GN=Arsi PE=2 SV=1,Q32KJ8
m.35152,114,3,3,3,3,0,0,-0.323,-0.5803,0.00471,0.669317,0.000262,m.35152,
m.35197,325,0,0,0,0,0,0,0.263,0.2997,0.999853,0.56257,0.621994,Usherin OS=Homo sapiens GN=USH2A PE=1 SV=3,O75445
m.35221,261,0,0,0,0,0,0,0.217,0.2534,1,0.599266,0.579802,Wnt inhibitory factor 1 OS=Danio rerio GN=wif1 PE=2 SV=1,Q9W6F9
m.35249,116,0,0,0,1,0,0,0.224,0.273,1,0.584602,0.598652,PREDICTED: uncharacterized protein LOC102803376 [Saccoglossus kowalevskii],XP_006816495
m.3526,763,0,0,0,0,0,0,0.221,0.2529,1,0.599624,0.579301,RNA-binding protein 25 OS=Mus musculus GN=Rbm25 PE=1 SV=2,B2RY56
m.35294,218,0,1,0,2,1,0,0.675,0.7809,0.46911,0.043769,0.748576,Predicted protein OS=Nematostella vectensis GN=v1g243529 PE=4 SV=1,3275771
m.3530,1232,2,0,0,0,1,0,0.002,0.0024,0.95356,0.699706,0.238922,Scavenger receptor cysteine-rich domain superfamily protein OS=Patiria pectinifera GN=SRCR1 PE=1 SV=1,F7J220
m.35307,214,2,4,0,0,1,0,-0.696,-0.8948,0.000011,0.646261,0,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,P46940
m.3531,704,0,0,0,0,0,0,0.253,0.3035,0.999885,0.559237,0.625103,MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens GN=MALRD1 PE=4 SV=3,Q5VYJ5
m.35322,108,8,7,7,6,5,4,-0.075,-0.2165,0.401478,0.704249,0.039721,m.35322,
m.35335,197,0,0,0,0,0,0,0.236,0.2762,1,0.582089,0.60159,Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1,Q58A42
m.35343,134,0,0,0,0,0,0,0.308,0.3467,1,0.517811,0.65691,Predicted protein OS=Nematostella vectensis GN=v1g215101 PE=4 SV=1,3281131
m.35345,150,0,0,0,0,0,0,0.251,0.3095,0.999819,0.553874,0.629904,Uncharacterized protein OS=Pseudomonas sp. CFII68 GN=CFII68_23153 PE=4 SV=1,33423210
m.3535,553,1,1,1,1,2,1,0.554,0.6753,0.791431,0.112457,0.752537,Stress-induced-phosphoprotein 1 OS=Macaca fascicularis GN=STIP1 PE=2 SV=1,Q4R8N7
m.35379,146,2,0,0,1,0,0,-0.088,-0.1026,0.748912,0.708094,0.114452,Calmodulin OS=Saccharina japonica GN=cam PE=2 SV=1,A8CEP3
m.35388,488,0,1,3,0,0,0,-0.327,-0.4316,0.041764,0.683628,0.002737,Adenylate kinase 7 OS=Mus musculus GN=Ak7 PE=2 SV=1,Q9D2H2
m.35429,187,4,0,2,0,1,1,-0.674,-0.911,0.000008,0.645306,0,L-ectoine synthase OS=Marinococcus halophilus GN=ectC PE=3 SV=1,O06061
m.3543,203,22,9,19,11,17,20,0.245,1.1997,0.002838,0.000133,0.69739,Lipoxygenase OS=Actineria villosa GN=Avt-lox PE=2 SV=1,4204622
m.35438,157,0,0,0,0,0,0,0.238,0.2586,1,0.595497,0.584947,m.35438,
m.35444,154,1,0,0,0,0,3,0.807,1.1002,0.013255,0.000707,0.709019,Granulins OS=Rattus norvegicus GN=Grn PE=1 SV=3,P23785
m.35452,140,0,0,0,0,0,0,0.269,0.3169,0.999791,0.547086,0.63565,m.35452,
m.3547,337,4,6,5,3,3,0,-0.505,-1.031,0,0.638834,0,RimK domain protein ATP-grasp OS=Rhodomicrobium vannielii (strain ATCC 17100 / ATH 3.1.1 / DSM 162 / LMG 4299) GN=Rvan_2759 PE=4 SV=1,44550403
m.3549,388,0,0,0,0,0,0,0.218,0.2451,1,0.605103,0.571372,Alpha-mannosidase 2C1 OS=Mus musculus GN=Man2c1 PE=2 SV=1,Q91W89
m.35493,110,2,0,0,0,0,0,-0.005,-0.0055,0.944109,0.700876,0.227923,m.35493,
m.355,256,62,99,78,41,65,63,-0.047,-0.4693,0.025017,0.679819,0.001569,Glutathione S-transferase OS=Musca domestica PE=2 SV=1,P46437
m.35511,123,7,3,1,4,4,3,0.311,0.7266,0.643324,0.073092,0.751933,Unconventional myosin-If OS=Homo sapiens GN=MYO1F PE=1 SV=3,O00160
m.35533,123,0,0,0,0,0,0,0.15,0.1762,1,0.645661,0.491153,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g116629 PE=4 SV=1,3278289
m.35539,566,1,0,0,1,0,2,0.583,0.6992,0.726118,0.092614,0.752612,Eukaryotic translation initiation factor 3 subunit L OS=Nematostella vectensis GN=v1g169424 PE=3 SV=1,A7SDW5
m.3556,598,1,0,0,1,0,0,0.282,0.3174,0.99982,0.546621,0.636031,"L-gulono-1,4-lactone dehydrogenase OS=Mycobacterium tuberculosis GN=Rv1771 PE=1 SV=2",O06804
m.35562,565,0,0,0,0,0,0,0.235,0.2697,1,0.587159,0.595582,CUB and zona pellucida-like domain-containing protein 1 OS=Homo sapiens GN=CUZD1 PE=2 SV=1,Q86UP6
m.35564,204,5,4,4,3,8,4,0.456,1.1797,0.003921,0.000189,0.699604,von Willebrand factor A domain-containing protein 2 OS=Mus musculus GN=Vwa2 PE=1 SV=1,Q70UZ7
m.35566,133,2,0,0,0,0,0,0.008,0.0101,0.961918,0.69847,0.249833,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_87842 PE=4 SV=1,3664776
m.35589,142,2,3,1,0,0,5,0.482,0.8259,0.33477,0.027417,0.744265,NADPH-dependent aldehyde reductase ARI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARI1 PE=1 SV=1,P53111
m.3559,327,0,0,0,0,0,0,0.258,0.2781,1,0.58058,0.603317,Sulfotransferase 1C4 OS=Homo sapiens GN=SULT1C4 PE=1 SV=2,O75897
m.35632,130,0,0,0,0,0,0,0.348,0.3666,1,0.496545,0.669512,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial OS=Mus musculus GN=Mmab PE=1 SV=1",Q9D273
m.35641,127,0,0,0,0,0,0,0.336,0.3871,1,0.473247,0.681254,Roundabout homolog 1 OS=Rattus norvegicus GN=Robo1 PE=1 SV=1,O55005
m.35648,145,0,0,0,0,0,0,0.251,0.2958,1,0.565939,0.61875,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D OS=Homo sapiens GN=SSC5D PE=2 SV=3,A1L4H1
m.3565,211,0,2,0,0,1,0,-0.104,-0.1368,0.649484,0.708019,0.085625,Osteoclast-stimulating factor 1 OS=Xenopus laevis GN=ostf1 PE=2 SV=1,Q7ZYG4
m.3569,156,0,0,0,1,1,2,0.545,0.6709,0.802418,0.116399,0.75245,Trafficking protein particle complex subunit 6B OS=Homo sapiens GN=TRAPPC6B PE=1 SV=1,Q86SZ2
m.35693,183,3,2,2,0,0,0,-0.706,-0.9772,0.000002,0.641607,0,m.35693,
m.357,733,6,4,0,2,9,0,0.435,1.0431,0.029698,0.001696,0.71631,Coagulation factor VIII OS=Homo sapiens GN=F8 PE=1 SV=1,P00451
m.35734,134,0,0,0,0,0,0,0.257,0.3175,0.999825,0.546528,0.636107,m.35734,
m.35741,140,0,0,0,0,0,0,0.252,0.2961,0.999989,0.565681,0.619002,Unconventional myosin-Ic OS=Bos taurus GN=MYO1C PE=1 SV=3,Q27966
m.35743,152,0,0,0,0,0,0,0.276,0.3152,0.999676,0.548662,0.634346,Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein OS=Mus musculus GN=Hmces PE=1 SV=1,Q8R1M0
m.35768,225,0,0,0,0,0,0,0.299,0.3367,1,0.527982,0.650104,Brevican core protein (Fragment) OS=Hydra vulgaris GN=BCAN PE=2 SV=1,5573832
m.35827,169,2,0,0,0,1,0,-0.003,-0.0038,0.946312,0.700633,0.230272,CAP-Gly domain-containing linker protein 2 OS=Homo sapiens GN=CLIP2 PE=1 SV=1,Q9UDT6
m.3583,344,0,0,0,0,0,0,0.31,0.3516,1,0.512701,0.660127,Serologically defined colon cancer antigen 3 homolog OS=Mus musculus GN=Sdccag3 PE=2 SV=1,A2AIW0
m.35843,140,0,0,0,0,0,3,0.866,1.1298,0.008529,0.000439,0.705404,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1,4497506
m.3586,360,1,1,0,1,0,0,0.408,0.4662,1,0.372157,0.716322,Cysteine synthase OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) GN=cysB PE=3 SV=2,P50867
m.35893,316,2,0,1,0,0,0,-0.047,-0.0585,0.855656,0.706339,0.160463,Phosphopantothenate--cysteine ligase OS=Homo sapiens GN=PPCS PE=1 SV=2,Q9HAB8
m.35895,213,4,6,2,0,7,4,0.281,0.7203,0.662865,0.077283,0.752156,Coagulation factor VIII OS=Canis familiaris GN=F8 PE=2 SV=1,O18806
m.35910,178,0,1,0,6,5,6,2.153,3.3914,0,0,0.606689,Vitellogenin OS=Oncorhynchus mykiss GN=vtg1 PE=1 SV=1,Q92093
m.35911,133,24,28,35,28,21,33,0.245,1.6258,0,0,0.662928,Filamin-A OS=Drosophila melanogaster GN=cher PE=1 SV=2,Q9VEN1
m.35940,248,0,0,0,0,0,2,0.553,0.7307,0.630277,0.070457,0.751766,Contactin-associated protein 1 OS=Rattus norvegicus GN=Cntnap1 PE=1 SV=1,P97846
m.35954,196,0,0,0,0,0,0,0.211,0.2668,1,0.589377,0.592848,Glycosyltransferase OS=Burkholderia sp. BT03 GN=PMI06_02258 PE=4 SV=1,19755448
m.35966,105,1,1,0,0,2,0,0.493,0.6358,0.879842,0.151055,0.750864,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,4780878
m.35994,269,0,0,0,0,0,0,0.187,0.2018,1,0.632158,0.523056,m.35994,
m.36003,135,7,11,7,15,7,10,0.564,2.1439,0,0,0.63782,Dynactin subunit 2 OS=Homo sapiens GN=DCTN2 PE=1 SV=4,Q13561
m.3601,988,0,0,0,0,0,0,0.307,0.3297,1,0.534893,0.645144,RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens GN=REPS1 PE=1 SV=3,Q96D71
m.36021,202,0,0,0,5,2,11,2.143,3.5724,0,0,0.60492,Collagen alpha-1(XIV) chain OS=Mus musculus GN=Col14a1 PE=2 SV=2,Q80X19
m.36024,385,18,21,24,16,23,0,-0.146,-0.701,0.000587,0.659354,0.000029,Seizure 6-like protein OS=Homo sapiens GN=SEZ6L PE=1 SV=1,Q9BYH1
m.36030,204,0,0,0,0,0,0,0.29,0.3516,1,0.512701,0.660127,m.36030,
m.36038,113,0,17,0,45,33,15,1.906,7.6422,0,0,0.592051,m.36038,
m.36043,110,91,91,102,13,6,33,-1.395,-9.442,0,0.591585,0,Mucin-6 OS=Homo sapiens GN=MUC6 PE=1 SV=3,Q6W4X9
m.36049,334,0,2,25,29,3,4,0.539,2.3158,0,0,0.63127,5_-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Photobacterium profundum GN=mtnN PE=3 SV=1,Q6LUR4
m.36055,147,0,0,0,0,0,0,0.334,0.3873,1,0.473013,0.681363,Uncharacterized protein K03H1.5 OS=Caenorhabditis elegans GN=K03H1.5 PE=1 SV=2,P34501
m.36072,159,0,0,0,0,0,0,0.224,0.2571,1,0.596593,0.583473,m.36072,
m.36074,128,0,0,0,4,0,4,1.533,1.9368,0,0,0.64654,Expressed conserved protein OS=Echinococcus multilocularis GN=EmuJ_000158900 PE=4 SV=1,5628904
m.36090,261,0,0,0,0,0,0,0.272,0.3209,0.999883,0.543338,0.638677,Predicted protein OS=Nematostella vectensis GN=v1g245671 PE=4 SV=1,3279639
m.3610,348,0,0,0,0,0,0,0.269,0.3002,0.999873,0.562134,0.622406,Rhabdoid tumor deletion region protein 1 OS=Homo sapiens GN=RTDR1 PE=2 SV=1,Q9UHP6
m.36115,122,0,17,0,0,0,0,-1.709,-2.5367,0,0.605055,0,m.36115,
m.36120,197,3,1,4,0,0,1,-0.717,-1.0083,0.000001,0.639979,0,Collagen triple helix repeat-containing protein 1 OS=Mus musculus GN=Cthrc1 PE=2 SV=2,Q9D1D6
m.36124,147,5,0,2,7,0,0,0.381,0.7989,0.413199,0.036467,0.746988,Predicted protein OS=Nematostella vectensis GN=v1g199871 PE=4 SV=1,3269030
m.36158,113,2,3,4,0,1,0,-0.897,-1.2655,0,0.628829,0,m.36158,
m.36182,381,1,1,0,1,0,0,0.272,0.3197,0.999888,0.544468,0.637775,Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1,P18503
m.36186,182,1,1,0,0,0,0,0.202,0.2338,1,0.612704,0.559464,Integrin alpha-6 OS=Gallus gallus GN=ITGA6 PE=2 SV=1,P26007
m.3619,642,2,0,0,2,1,0,0.313,0.4021,1,0.455351,0.689097,Sec1 family domain-containing protein 1 OS=Mus musculus GN=Scfd1 PE=1 SV=1,Q8BRF7
m.362,112,1,1,0,1,1,0,0.255,0.2697,1,0.587159,0.595582,AP-1 complex subunit sigma-2 OS=Homo sapiens GN=AP1S2 PE=1 SV=1,P56377
m.36206,155,1,0,1,0,0,0,0.352,0.4159,1,0.438295,0.695787,Neuropilin-2 OS=Homo sapiens GN=NRP2 PE=1 SV=2,O60462
m.36229,183,0,2,1,0,0,0,-0.128,-0.1526,0.600437,0.707627,0.074276,m.36229,
m.3623,178,0,0,0,0,0,0,0.282,0.3333,1,0.53136,0.647715,Superoxide dismutase [Cu-Zn] OS=Hylobates lar GN=SOD1 PE=2 SV=3,Q8HXQ3
m.36235,154,9,10,0,6,7,3,0.095,0.2765,1,0.581851,0.601864,Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1,P61917
m.36253,217,0,0,0,0,0,0,0.244,0.2761,1,0.582168,0.601499,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1",P0C6B8
m.3627,290,2,3,1,2,5,0,0.594,1.0938,0.014552,0.000783,0.709817,Retinol dehydrogenase 8 OS=Bos taurus GN=RDH8 PE=1 SV=1,Q9N126
m.36274,150,0,0,0,0,0,0,0.33,0.3684,1,0.494555,0.670593,E3 ubiquitin-protein ligase RNF181 OS=Xenopus laevis GN=rnf181 PE=2 SV=1,Q6GPV5
m.36293,247,8,10,12,13,2,12,0.18,0.6993,0.725834,0.092537,0.752611,Pyrroline-5-carboxylate reductase 3 OS=Xenopus laevis GN=pycrl PE=2 SV=2,A1L2Q8
m.36294,179,0,0,0,0,1,0,0.28,0.3388,1,0.525875,0.65156,Filamin-A OS=Drosophila melanogaster GN=cher PE=1 SV=2,Q9VEN1
m.36295,190,0,0,0,0,0,0,0.306,0.3473,1,0.51719,0.657308,Pre-mRNA-processing factor 39 OS=Xenopus laevis GN=prpf39 PE=2 SV=1,Q4KLU2
m.36305,120,9,0,2,16,23,5,1.634,4.9689,0,0,0.595483,Small nuclear ribonucleoprotein Sm D1 OS=Mus musculus GN=Snrpd1 PE=2 SV=1,P62315
m.3635,214,0,0,0,1,0,0,0.277,0.3221,0.99985,0.542202,0.639574,m.3635,
m.36352,134,1,0,0,0,0,1,0.245,0.2746,1,0.58335,0.600126,Matrilin-2 OS=Homo sapiens GN=MATN2 PE=1 SV=4,O00339
m.36358,231,22,22,18,22,7,23,0.14,0.776,0.484749,0.045949,0.748972,m.36358,
m.36366,100,4,1,2,2,2,0,-0.112,-0.1809,0.511028,0.706448,0.056857,m.36366,
m.36387,475,0,0,0,0,0,0,0.319,0.3694,1,0.493445,0.671189,Alpha-N-acetylglucosaminidase OS=Homo sapiens GN=NAGLU PE=1 SV=2,P54802
m.36412,362,1,0,0,0,2,1,0.549,0.6116,0.920944,0.178104,0.748785,Signal transducer and activator of transcription 5B OS=Sus scrofa GN=STAT5B PE=2 SV=1,Q9TUZ0
m.36421,137,0,0,0,0,0,3,0.888,1.1075,0.011906,0.00063,0.708116,Tripeptidyl-peptidase 2 OS=Rattus norvegicus GN=Tpp2 PE=2 SV=3,Q64560
m.36423,114,2,6,0,4,3,2,0.298,0.5977,0.940168,0.194695,0.747201,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_13036 PE=4 SV=1,4200082
m.36428,115,0,0,0,0,0,0,0.227,0.2799,1,0.579139,0.60494,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_117267 PE=4 SV=1,3684940
m.36438,283,0,0,0,0,0,0,0.234,0.2696,1,0.587236,0.595488,CCR4-NOT transcription complex subunit 7 OS=Mus musculus GN=Cnot7 PE=1 SV=1,Q60809
m.36446,111,0,0,0,1,1,0,0.303,0.3638,1,0.499619,0.667813,Golgin subfamily A member 2 OS=Mus musculus GN=Golga2 PE=2 SV=3,Q921M4
m.36497,122,0,0,0,0,0,0,0.343,0.3878,1,0.472428,0.681634,mRNA-decapping enzyme 1B OS=Bos taurus GN=DCP1B PE=2 SV=1,Q3SZL6
m.365,460,52,69,27,29,23,26,-0.335,-2.3405,0,0.60743,0,Phosphatidylserine decarboxylase proenzyme 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=psd3 PE=3 SV=2,O14111
m.36534,1157,0,0,0,0,0,0,0.318,0.4006,1,0.457172,0.68834,Low-density lipoprotein receptor-related protein 4 OS=Rattus norvegicus GN=Lrp4 PE=1 SV=2,Q9QYP1
m.3654,149,0,0,0,12,0,21,2.871,3.8524,0,0,0.602731,m.3654,
m.36554,223,0,0,0,0,0,0,0.232,0.2609,1,0.593803,0.587189,Liprin-beta-1 OS=Mus musculus GN=Ppfibp1 PE=1 SV=3,Q8C8U0
m.3659,1137,0,0,0,0,1,0,0.326,0.3903,1,0.469488,0.682979,CD109 antigen OS=Homo sapiens GN=CD109 PE=1 SV=2,Q6YHK3
m.36655,249,10,3,12,10,3,6,0.036,0.1139,1,0.671818,0.40469,m.36655,
m.36657,206,0,17,5,11,2,3,-0.057,-0.1703,0.544583,0.706956,0.062962,Nascent polypeptide-associated complex subunit alpha OS=Oreochromis niloticus GN=naca PE=2 SV=1,Q8AWF2
m.36658,156,19,6,12,16,13,20,0.595,2.5604,0,0,0.623295,Universal stress protein Sll1388 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=sll1388 PE=3 SV=1,P74148
m.36659,126,0,0,0,0,0,0,0.267,0.3084,0.999773,0.554866,0.629033,"ATP synthase subunit g, mitochondrial OS=Homo sapiens GN=ATP5L PE=1 SV=3",O75964
m.3666,213,89,163,113,61,52,92,-0.275,-3.096,0,0.599553,0,Predicted protein OS=Nematostella vectensis GN=v1g242530 PE=4 SV=1,3274001
m.36673,175,0,0,0,0,0,0,0.233,0.2647,1,0.590964,0.590849,Beta gamma crystallin isoform 10 (Fragment) OS=Montipora capitata PE=2 SV=1,3300831
m.36701,154,0,0,0,0,0,0,0.357,0.3855,1,0.475115,0.680381,Complement C3 (Fragment) OS=Eptatretus burgeri GN=C3 PE=1 SV=1,P98094
m.36708,496,0,0,0,0,0,0,0.26,0.3072,0.999697,0.555944,0.628078,Peroxidasin-like protein OS=Homo sapiens GN=PXDNL PE=1 SV=3,A1KZ92
