Protein,Len,NN,NN,NN,NO,NO,NO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE
m.30398,240,0,0,3,0,0,0,-0.648,-0.8569,1,0.939789,1,m.30398
m.304,134,2,6,1,5,5,2,0.238,0.5035,1,1,0.922176,40S ribosomal protein S30 OS=Oryzias latipes GN=fau PE=3 SV=2
m.30404,107,12,10,14,7,8,6,-0.614,-2.4683,0.183162,0.999904,0.044493,Huntingtin-interacting protein K OS=Mus musculus GN=Hypk PE=2 SV=2
m.30436,263,2,2,0,2,5,0,0.358,0.6062,1,1,0.94398,Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1
symbB1.EST_k37c20_13231|m.30449,390,2,2,0,1,1,1,-0.67,-0.8582,1,0.940288,1,symbB1.EST_k37c20_13231 g.30449  ORF symbB1.EST_k37c20_13231 g.30449 symbB1.EST_k37c20_13231 m.30449 type:complete len:390 (-) symbB1.EST_k37c20_13231:50-1219(-)
m.30465,240,0,0,1,0,0,0,-0.152,-0.1839,0.460545,0.926471,1,E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4 PE=1 SV=1
m.30477,155,0,0,0,0,0,1,-0.132,-0.1557,0.450127,0.954766,1,Solute carrier family 35 member E1 OS=Mus musculus GN=Slc35e1 PE=2 SV=2
m.30492,247,12,12,5,19,11,11,0.277,1.1239,1,0.730447,0.997775,Predicted protein OS=Nematostella vectensis GN=v1g109978 PE=4 SV=1
m.30517,248,8,10,1,9,15,7,0.438,1.4537,1,0.400098,1,Predicted protein OS=Nematostella vectensis GN=v1g239742 PE=4 SV=1
m.3052,140,1,2,1,0,1,1,-0.334,-0.4112,0.923508,0.837201,1,Pericentriolar material 1 protein OS=Xenopus laevis GN=pcm1 PE=1 SV=1
m.3056,560,1,0,0,2,0,1,0.258,0.3485,1,1,0.883653,Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=2 SV=3
m.30564,140,0,3,0,0,3,0,-0.1,-0.1461,0.448389,0.966152,1,Egg protein OS=Euphyllia ancora PE=2 SV=1
m.306,557,1,0,0,0,1,1,-0.137,-0.1597,0.451122,0.952009,1,Serine/threonine-protein kinase CTR1 OS=Arabidopsis thaliana GN=CTR1 PE=1 SV=1
m.30602,306,2,5,10,8,8,5,0.137,0.415,1,1,0.900885,Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1
m.3061,248,9,20,8,14,15,14,0.083,0.3631,1,1,0.887375,m.3061
symbB1.EST_k37c20_13318|m.30638,512,0,0,0,0,1,0,-0.088,-0.0968,0.453717,1,0.944598,symbB1.EST_k37c20_13318 g.30638  ORF symbB1.EST_k37c20_13318 g.30638 symbB1.EST_k37c20_13318 m.30638 type:5prime_partial len:512 (+) symbB1.EST_k37c20_13318:2-1537(+)
m.30649,133,29,18,0,22,16,0,-0.287,-1.2961,1,0.998566,0.791604,S-crystallin 4 OS=Enteroctopus dofleini PE=2 SV=1
symbB1.EST_k37c20_13328|m.30655,189,0,0,1,0,0,0,-0.13,-0.1561,0.450222,0.954765,1,symbB1.EST_k37c20_13328 g.30655  ORF symbB1.EST_k37c20_13328 g.30655 symbB1.EST_k37c20_13328 m.30655 type:5prime_partial len:189 (+) symbB1.EST_k37c20_13328:1-567(+)
m.307,487,201,48,0,102,34,0,-0.668,-6.2384,0,0.984205,0,Polyubiquitin OS=Cricetulus griseus PE=2 SV=2
m.3070,637,0,2,0,1,1,0,-0.43,-0.4899,1,0.848486,1,m.3070
m.30786,151,0,1,0,0,0,0,-0.081,-0.0941,0.454701,1,0.942129,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1
m.3079,696,55,129,63,112,145,83,0.244,2.9559,0.011528,0.00133,0.991001,Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3
m.308,201,50,39,42,31,24,52,-0.265,-2.0287,0.547024,1,0.174652,Mammalian ependymin-related protein 1 OS=Macaca fascicularis GN=EPDR1 PE=2 SV=3
m.30803,173,3,0,9,0,1,8,-0.368,-0.815,1,0.930975,1,Acidic mammalian chitinase OS=Bos taurus GN=CHIA PE=1 SV=1
m.30831,329,0,0,3,1,0,1,-0.66,-0.8108,1,0.929899,1,Protein glass OS=Drosophila melanogaster GN=gl PE=1 SV=2
symbB1.EST_k37c20_13424|m.30860,415,5,5,6,6,2,4,-0.378,-0.9998,1,0.966433,1,symbB1.EST_k37c20_13424 g.30860  ORF symbB1.EST_k37c20_13424 g.30860 symbB1.EST_k37c20_13424 m.30860 type:complete len:415 (+) symbB1.EST_k37c20_13424:105-1349(+)
m.3088,506,1,4,2,1,3,1,-0.456,-0.7446,1,0.913994,1,Putative serine protease K12H4.7 OS=Caenorhabditis elegans GN=K12H4.7 PE=3 SV=2
m.3090,880,13,14,22,22,26,19,0.244,1.2814,1,0.56536,1,AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=1 SV=5
m.30917,239,2,1,3,3,2,1,-0.046,-0.0733,0.464814,1,0.921423,Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1
m.30927,172,66,104,135,85,107,132,-0.011,-0.1301,0.447507,0.987485,0.982767,Glutathione S-transferase OS=Dirofilaria immitis PE=2 SV=1
m.30935,188,0,0,1,0,2,1,0.184,0.2268,1,1,0.854486,m.30935
m.30955,229,68,52,49,63,53,61,-0.031,-0.294,0.587471,0.852315,1,Uncharacterized protein C947.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBC947.09 PE=3 SV=1
m.30956,124,2,2,1,0,1,1,-0.7,-0.9449,1,0.956871,1,UPF0369 protein C6orf57 homolog OS=Mus musculus PE=2 SV=2
m.30957,121,1,2,0,1,1,0,-0.461,-0.5347,1,0.858143,1,m.30957
m.30965,169,25,23,18,22,27,26,0.051,0.3112,1,1,0.873824,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Bos taurus GN=NDUFS4 PE=1 SV=1"
m.30966,288,0,0,0,2,1,0,0.263,0.338,1,1,0.881177,Somatomedin-B and thrombospondin type-1 domain-containing protein OS=Homo sapiens GN=SBSPON PE=1 SV=2
m.30968,150,16,15,14,20,10,13,-0.126,-0.5967,1,0.87482,1,Calmodulin OS=Macrocystis pyrifera PE=2 SV=3
m.30973,434,0,0,0,2,0,0,0.259,0.3157,1,1,0.875037,Probable acyl-CoA dehydrogenase 6 OS=Caenorhabditis elegans GN=acdh-6 PE=3 SV=2
m.30980,429,5,12,6,14,11,5,0.167,0.6132,1,1,0.945315,26S protease regulatory subunit 6A OS=Rattus norvegicus GN=Psmc3 PE=2 SV=1
m.30989,241,0,0,0,1,0,0,-0.08,-0.0899,0.456387,1,0.937288,BTB/POZ domain-containing protein KCTD4 OS=Bos taurus GN=KCTD4 PE=2 SV=1
m.3106,356,1,0,0,0,0,0,-0.183,-0.2284,0.494041,0.887814,1,DnaJ homolog subfamily B member 5 OS=Mus musculus GN=Dnajb5 PE=2 SV=1
m.31093,201,1,1,1,0,1,0,-0.095,-0.1035,0.451581,1,0.952217,Proteasome assembly chaperone 2 OS=Nematostella vectensis GN=psmg2 PE=3 SV=1
m.3111,150,0,1,1,0,0,0,-0.158,-0.181,0.459105,0.928862,1,Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus GN=Uba6 PE=1 SV=1
m.31184,221,7,16,3,10,18,10,0.313,1.1962,1,0.653001,1,Predicted protein OS=Nematostella vectensis GN=v1g239175 PE=4 SV=1
m.31187,410,1,0,0,0,0,0,-0.199,-0.2302,0.495868,0.886127,1,Peroxisomal membrane protein PEX14 OS=Rattus norvegicus GN=Pex14 PE=1 SV=1
m.31194,473,0,1,0,1,0,0,-0.208,-0.2198,0.485845,0.893092,1,Glutamyl aminopeptidase OS=Homo sapiens GN=ENPEP PE=1 SV=3
m.3121,316,0,0,0,0,1,0,-0.119,-0.1352,0.447519,0.981208,0.988759,Follistatin-related protein 4 OS=Mus musculus GN=Fstl4 PE=2 SV=1
symbB1.EST_k37c20_13593|m.31218,731,0,0,2,0,0,0,-0.427,-0.5011,1,0.850475,1,symbB1.EST_k37c20_13593 g.31218  ORF symbB1.EST_k37c20_13593 g.31218 symbB1.EST_k37c20_13593 m.31218 type:5prime_partial len:731 (-) symbB1.EST_k37c20_13593:75-2267(-)
m.31247,245,0,0,0,1,1,0,-0.093,-0.116,0.448802,1,0.965594,Valacyclovir hydrolase OS=Homo sapiens GN=BPHL PE=1 SV=1
m.3128,439,19,19,11,7,7,2,-1.227,-4.1378,0.000081,0.987299,0.000007,Iron/zinc purple acid phosphatase-like protein OS=Danio rerio GN=papl PE=2 SV=1
symbB1.EST_k37c20_1348|m.3129,292,4,3,5,4,4,6,0.075,0.1852,1,1,0.847214,symbB1.EST_k37c20_1348 g.3129  ORF symbB1.EST_k37c20_1348 g.3129 symbB1.EST_k37c20_1348 m.3129 type:5prime_partial len:292 (-) symbB1.EST_k37c20_1348:101-976(-)
m.3130,1155,8,4,5,8,11,2,0.128,0.392,1,1,0.894789,Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens GN=ATP2B3 PE=1 SV=3
m.31300,423,17,22,11,13,15,11,-0.334,-1.4847,1,1,0.595497,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Acads PE=1 SV=2"
m.31416,156,0,0,0,0,0,1,-0.084,-0.0964,0.453855,1,0.9446,"Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Lithobates catesbeiana PE=2 SV=1"
m.31435,113,8,2,0,8,3,0,0.012,0.0271,0.584468,1,0.85836,Macrophage migration inhibitory factor homolog OS=Trichuris trichiura PE=1 SV=2
m.31437,438,4,6,1,7,8,2,0.378,0.9777,1,0.889841,0.990063,m.31437
m.31443,176,1,0,0,0,0,0,-0.086,-0.0938,0.454813,1,0.939688,Guanine deaminase OS=Bacillus subtilis (strain 168) GN=guaD PE=1 SV=1
m.31499,110,0,3,2,0,0,1,-0.86,-1.0835,1,0.97831,1,m.31499
m.31506,166,1,0,3,1,0,2,-0.353,-0.5013,1,0.850475,1,Prolyl-tRNA synthetase associated domain-containing protein 1 OS=Mus musculus GN=Prorsd1 PE=2 SV=1
symbB1.EST_k37c20_13730|m.31514,220,0,0,1,1,0,1,-0.144,-0.1794,0.458343,0.928866,1,symbB1.EST_k37c20_13730 g.31514  ORF symbB1.EST_k37c20_13730 g.31514 symbB1.EST_k37c20_13730 m.31514 type:5prime_partial len:220 (-) symbB1.EST_k37c20_13730:88-747(-)
m.31523,600,0,1,0,1,0,0,-0.037,-0.0427,0.48812,1,0.896311,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2
m.3153,509,33,36,4,23,23,10,-0.348,-1.8917,0.776275,1,0.2495,Pantetheinase OS=Sus scrofa GN=VNN1 PE=2 SV=1
symbB1.EST_k37c20_1360|m.3153,108,16,40,15,17,33,25,-0.025,-0.1527,0.449488,0.960384,1,symbB1.EST_k37c20_1360 g.3153  ORF symbB1.EST_k37c20_1360 g.3153 symbB1.EST_k37c20_1360 m.3153 type:5prime_partial len:108 (+) symbB1.EST_k37c20_1360:2-325(+)
m.31539,379,9,10,3,8,11,10,0.192,0.6785,1,1,0.956465,Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2
m.31542,149,7,5,4,9,9,6,0.33,0.9735,1,0.892445,0.9899,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1
m.31564,208,1,1,0,0,0,1,-0.161,-0.1802,0.458724,0.928865,1,m.31564
m.316,240,13,18,21,11,20,20,-0.095,-0.4815,1,0.846602,1,Glutathione S-transferase omega-1 OS=Mus musculus GN=Gsto1 PE=2 SV=2
m.31603,496,0,12,5,1,6,2,-0.751,-1.7322,1,1,0.364949,Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1
m.31623,358,10,38,26,23,37,19,-0.006,-0.0392,0.491456,1,0.892935,"GDP-mannose 4,6 dehydratase OS=Mus musculus GN=Gmds PE=2 SV=1"
m.31625,195,5,3,9,6,5,8,0.062,0.182,1,1,0.846891,Guanylate kinase OS=Mus musculus GN=Guk1 PE=1 SV=2
m.3167,409,3,13,3,3,6,3,-0.542,-1.4044,1,1,0.678001,Predicted protein OS=Nematostella vectensis GN=v1g243852 PE=4 SV=1
symbB1.EST_k37c20_1369|m.3168,235,4,3,2,4,0,3,-0.247,-0.4777,1,0.845702,1,symbB1.EST_k37c20_1369 g.3168  ORF symbB1.EST_k37c20_1369 g.3168 symbB1.EST_k37c20_1369 m.3168 type:complete len:235 (-) symbB1.EST_k37c20_1369:115-819(-)
m.31689,134,0,0,0,0,0,1,-0.102,-0.1164,0.448739,1,0.965594,Prolyl 3-hydroxylase 1 OS=Gallus gallus GN=LEPRE1 PE=1 SV=1
m.31712,115,9,3,7,20,4,17,0.693,2.5172,0.046692,0.010513,0.995155,60S ribosomal protein L23 OS=Rattus norvegicus GN=Rpl23 PE=2 SV=1
m.3172,280,10,19,4,9,11,3,-0.437,-1.5238,1,1,0.555424,Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1
m.31748,138,9,6,7,8,6,6,-0.17,-0.5573,1,0.864116,1,Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1
m.31755,194,0,0,0,0,0,1,-0.108,-0.1261,0.447677,0.993907,0.976908,Protocadherin Fat 4 OS=Homo sapiens GN=FAT4 PE=1 SV=2
m.31778,137,0,1,0,0,0,0,-0.121,-0.1307,0.447496,0.987485,0.982767,m.31778
m.31795,248,1,0,0,0,0,0,-0.03,-0.0326,0.498155,1,0.889695,Intraflagellar transport protein 43 homolog A OS=Salmo salar GN=ift43a PE=2 SV=1
m.31844,139,0,0,0,2,0,0,0.262,0.327,1,1,0.878095,A disintegrin and metalloproteinase with thrombospondin motifs 18 OS=Mus musculus GN=Adamts18 PE=2 SV=2
m.3187,131,11,25,11,17,19,19,0.085,0.4453,1,1,0.908626,m.3187
symbB1.EST_k37c20_13911|m.31899,259,0,0,0,1,0,0,-0.171,-0.1963,0.467714,0.912897,1,symbB1.EST_k37c20_13911 g.31899  ORF symbB1.EST_k37c20_13911 g.31899 symbB1.EST_k37c20_13911 m.31899 type:5prime_partial len:259 (-) symbB1.EST_k37c20_13911:148-924(-)
m.31925,182,0,1,2,1,0,1,-0.403,-0.4793,1,0.846149,1,A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Homo sapiens GN=ADAMTS7 PE=1 SV=2
m.31928,455,0,1,0,0,0,0,-0.11,-0.1238,0.447845,0.997171,0.974029,m.31928
m.31958,263,9,7,6,8,5,6,-0.244,-0.8044,1,0.92827,1,"ES1 protein homolog, mitochondrial OS=Rattus norvegicus PE=1 SV=2"
symbB1.EST_k37c20_13945|m.31959,330,0,1,0,1,0,0,-0.135,-0.15,0.44899,0.963249,1,symbB1.EST_k37c20_13945 g.31959  ORF symbB1.EST_k37c20_13945 g.31959 symbB1.EST_k37c20_13945 m.31959 type:complete len:330 (+) symbB1.EST_k37c20_13945:81-1070(+)
m.31973,143,1,0,0,0,0,0,-0.031,-0.0355,0.495151,1,0.891299,m.31973
m.31989,241,19,30,26,21,19,43,0.019,0.1177,0.824207,1,0.84277,Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4
m.32004,521,8,13,16,10,15,18,0.071,0.3315,1,1,0.879325,Phenylalanine--tRNA ligase alpha subunit OS=Danio rerio GN=farsa PE=2 SV=2
symbB1.EST_k37c20_13984|m.32033,488,0,0,0,4,0,0,0.619,0.8272,1,1,0.976773,symbB1.EST_k37c20_13984 g.32033  ORF symbB1.EST_k37c20_13984 g.32033 symbB1.EST_k37c20_13984 m.32033 type:complete len:488 (-) symbB1.EST_k37c20_13984:43-1506(-)
m.32066,156,0,0,0,5,0,0,0.868,1.2355,1,0.613733,1,Blastula protease 10 OS=Paracentrotus lividus GN=BP10 PE=2 SV=1
m.32071,562,15,16,7,17,14,12,0.038,0.1734,1,1,0.845713,Alpha-adducin OS=Rattus norvegicus GN=Add1 PE=2 SV=2
m.32074,263,0,0,3,2,2,2,0.085,0.1376,0.89727,1,0.842963,Uridine-cytidine kinase 2-A OS=Danio rerio GN=uck2a PE=2 SV=1
m.32095,297,0,5,0,0,3,2,-0.238,-0.3954,0.864161,0.836641,1,m.32095
m.321,419,4,5,4,4,6,3,-0.073,-0.194,0.466263,0.915071,1,Signal transducing adapter molecule 2 OS=Homo sapiens GN=STAM2 PE=1 SV=1
m.32107,309,4,5,6,6,7,13,0.452,1.3861,1,0.462366,1,Coatomer subunit epsilon OS=Cricetulus griseus GN=COPE PE=2 SV=2
m.32114,195,1,2,1,2,3,2,0.533,0.8214,1,1,0.976243,Farnesyl pyrophosphate synthase OS=Gallus gallus GN=FDPS PE=1 SV=2
m.32141,184,0,0,0,0,2,0,0.258,0.2916,1,1,0.869043,Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3
m.32148,101,0,1,2,0,0,1,-0.47,-0.5835,1,0.870988,1,m.32148
m.32183,330,0,5,1,0,1,1,-1.035,-1.3485,1,1,0.735474,Tektin-1 OS=Homo sapiens GN=TEKT1 PE=2 SV=1
m.32194,430,0,3,2,3,3,4,0.455,0.8801,1,0.997444,0.982141,Predicted protein OS=Nematostella vectensis GN=v1g246919 PE=4 SV=1
m.3220,414,2,8,10,8,8,12,0.275,0.919,1,0.952709,0.985739,Hydroxysteroid dehydrogenase-like protein 2 OS=Danio rerio GN=hsdl2 PE=2 SV=1
m.32200,195,0,3,3,0,2,3,-0.258,-0.4627,1,0.843208,1,Neuropilin-2 OS=Homo sapiens GN=NRP2 PE=1 SV=2
m.3221,325,10,12,5,9,9,10,-0.051,-0.1811,0.459153,0.928862,1,N-acetylgalactosamine-6-sulfatase OS=Rattus norvegicus GN=Galns PE=1 SV=1
m.3223,325,1,0,0,1,0,0,-0.104,-0.1249,0.447754,0.993906,0.976909,m.3223
m.32239,182,0,0,2,1,0,1,-0.456,-0.5639,1,0.865965,1,Mast cell carboxypeptidase A OS=Homo sapiens GN=CPA3 PE=1 SV=2
m.32249,132,0,0,0,1,0,0,-0.114,-0.1268,0.447631,0.993907,0.976908,m.32249
m.32263,177,1,2,0,2,2,0,0.164,0.2342,1,1,0.85593,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1
m.32275,204,4,3,3,2,4,1,-0.491,-0.9572,1,0.959371,1,GRIP1-associated protein 1 OS=Rattus norvegicus GN=Gripap1 PE=1 SV=1
m.32284,203,0,0,1,0,0,2,0.242,0.298,1,1,0.870819,N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1
m.323,492,8,20,23,15,19,17,-0.068,-0.3668,0.767875,0.837243,1,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform OS=Mus musculus GN=Ppp2r5a PE=2 SV=1
m.32306,113,0,1,0,0,0,0,-0.115,-0.1326,0.447481,0.984329,0.985746,m.32306
m.32319,119,1,1,1,1,2,1,0.215,0.2675,1,1,0.8633,m.32319
m.32331,329,0,0,1,3,0,1,0.414,0.5208,1,1,0.926446,Predicted protein OS=Monosiga brevicollis GN=29277 PE=4 SV=1
m.32350,106,7,9,6,4,11,5,-0.158,-0.5184,1,0.854741,1,Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1
m.32357,153,14,9,6,7,9,9,-0.215,-0.7837,1,0.923271,1,C-Myc-binding protein OS=Mus musculus GN=Mycbp PE=2 SV=5
m.32358,194,0,1,0,0,1,0,-0.151,-0.1731,0.455611,0.936251,1,Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=2 SV=3
m.32359,150,1,1,5,0,1,1,-1.045,-1.4699,1,1,0.609838,m.32359
m.32372,367,3,4,4,9,10,9,0.875,2.5637,0.038843,0.008715,0.994549,Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3
m.32382,247,0,1,1,0,1,0,-0.1,-0.1113,0.449667,1,0.96014,Alpha- and gamma-adaptin-binding protein p34 OS=Pongo abelii GN=AAGAB PE=2 SV=1
m.32400,152,76,54,95,87,49,93,-0.052,-0.534,1,0.858144,1,"Myosin, essential light chain OS=Branchiostoma floridae PE=2 SV=1"
m.3241,263,7,0,0,0,0,0,-1.266,-1.7943,0.957783,1,0.316456,Contactin-2 OS=Gallus gallus GN=CNTN2 PE=1 SV=1
m.32417,162,9,5,10,4,3,6,-0.709,-1.9878,0.60744,1,0.195559,ADP-ribosylation factor 4 OS=Bos taurus GN=ARF4 PE=2 SV=3
m.32422,236,0,3,0,0,2,0,-0.38,-0.5473,1,0.861689,1,Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1
m.32424,125,0,0,0,1,0,0,-0.126,-0.1449,0.448241,0.96909,1,Filamin-A OS=Drosophila melanogaster GN=cher PE=1 SV=2
m.32437,322,23,15,7,29,16,18,0.276,1.4293,1,0.421976,1,Quinone oxidoreductase OS=Homo sapiens GN=CRYZ PE=1 SV=1
m.32471,242,0,0,0,0,1,0,-0.065,-0.0745,0.464106,1,0.92142,m.32471
m.32472,518,2,0,0,2,1,1,-0.108,-0.1383,0.447648,0.978124,0.991805,Sphingomyelinase phosphodiesterase D OS=Dictyostelium discoideum GN=sgmD PE=3 SV=1
symbB1.EST_k37c20_14209|m.32494,290,0,0,0,1,1,0,-0.126,-0.151,0.449164,0.960385,1,symbB1.EST_k37c20_14209 g.32494  ORF symbB1.EST_k37c20_14209 g.32494 symbB1.EST_k37c20_14209 m.32494 type:5prime_partial len:290 (-) symbB1.EST_k37c20_14209:111-980(-)
symbB1.EST_k37c20_14212|m.32498,1232,0,1,0,0,0,0,-0.076,-0.0838,0.45915,1,0.930282,symbB1.EST_k37c20_14212 g.32498  ORF symbB1.EST_k37c20_14212 g.32498 symbB1.EST_k37c20_14212 m.32498 type:complete len:1232 (-) symbB1.EST_k37c20_14212:283-3978(-)
m.3251,282,0,3,11,3,6,6,-0.084,-0.2198,0.485845,0.893092,1,Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus GN=Eprs PE=1 SV=4
m.3255,868,0,0,5,1,0,7,0.227,0.4232,1,1,0.903292,von Willebrand factor A domain-containing protein 5A OS=Rattus norvegicus GN=Vwa5a PE=2 SV=1
m.32551,99,0,0,0,1,0,0,-0.143,-0.158,0.450678,0.952011,1,m.32551
m.32564,491,0,1,0,3,0,1,0.479,0.5792,1,1,0.938445,Predicted protein OS=Nematostella vectensis GN=v1g245123 PE=4 SV=1
m.3257,309,0,0,1,0,0,0,-0.019,-0.0226,0.509307,1,0.882119,Beta-galactosidase OS=Bos taurus GN=GLB1 PE=2 SV=1
m.32581,192,10,8,9,11,9,9,0.005,0.0177,0.567557,1,0.861939,Integumentary mucin C.1 (Fragment) OS=Xenopus laevis PE=2 SV=1
m.32635,153,1,0,5,3,2,4,0.237,0.4732,1,1,0.915534,Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1
m.32645,340,2,4,5,4,6,4,0.134,0.3135,1,1,0.87443,Adenylosuccinate synthetase isozyme 2 OS=Sus scrofa GN=ADSS PE=2 SV=1
symbB1.EST_k37c20_14283|m.32649,470,1,0,2,3,2,2,0.449,0.6714,1,1,0.955302,symbB1.EST_k37c20_14283 g.32649  ORF symbB1.EST_k37c20_14283 g.32649 symbB1.EST_k37c20_14283 m.32649 type:complete len:470 (+) symbB1.EST_k37c20_14283:85-1494(+)
m.3273,568,5,8,8,6,6,9,-0.099,-0.3175,0.636001,0.845016,1,m.3273
m.32730,103,6,4,3,3,3,3,-0.446,-1.0084,1,0.967546,1,Inositol monophosphatase 1 OS=Sus scrofa GN=IMPA1 PE=2 SV=1
m.3276,306,0,5,1,0,3,1,-0.489,-0.7672,1,0.919848,1,Insoluble matrix shell protein 1 (Fragment) OS=Venerupis philippinarum PE=1 SV=1
m.32785,121,1,0,0,0,0,0,-0.142,-0.1586,0.450835,0.95201,1,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1
m.32790,184,0,3,1,1,0,3,-0.14,-0.2114,0.478664,0.900594,1,Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_152977 PE=4 SV=1
m.32800,229,0,0,0,0,1,0,-0.141,-0.1663,0.453109,0.943965,1,Folate receptor beta OS=Homo sapiens GN=FOLR2 PE=1 SV=4
m.32826,443,1,0,0,1,0,0,-0.048,-0.0553,0.477261,1,0.905308,m.32826
m.32828,176,6,18,15,15,15,13,0.024,0.1025,0.773489,1,0.843462,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2
m.32831,225,87,57,84,88,50,92,-0.068,-0.7398,1,0.912802,1,L-tyrosine decarboxylase OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) GN=mfnA PE=3 SV=1
m.3284,767,0,0,1,0,0,0,-0.15,-0.1756,0.456649,0.933752,1,AFG3-like protein 2 OS=Homo sapiens GN=AFG3L2 PE=1 SV=2
m.32846,176,4,3,0,6,2,2,0.165,0.3545,1,1,0.885514,Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1
m.32852,395,1,3,2,1,0,0,-0.941,-1.2209,1,0.992921,0.874995,Chitinase domain-containing protein 1 OS=Rattus norvegicus GN=Chid1 PE=2 SV=2
m.32864,253,0,0,4,0,0,0,-0.834,-1.2046,1,0.991471,0.893462,Rhamnosyl O-methyltransferase OS=Mycobacterium leprae (strain TN) GN=ML0127 PE=3 SV=1
m.32996,167,0,0,0,1,0,0,-0.125,-0.1435,0.448074,0.972064,0.997994,Vacuolar protein sorting-associated protein 13A OS=Mus musculus GN=Vps13a PE=2 SV=1
m.33026,112,31,17,26,22,21,30,-0.093,-0.5632,1,0.865345,1,Small ubiquitin-related modifier 1 OS=Gallus gallus GN=SUMO1 PE=3 SV=1
m.33051,377,0,2,1,5,2,0,0.642,1.027,1,0.835277,0.993188,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1
m.33059,120,0,0,0,1,0,0,-0.108,-0.1264,0.447657,0.993907,0.976908,Predicted protein OS=Nematostella vectensis GN=v1g241615 PE=4 SV=1
m.33135,103,446,301,787,754,430,990,0.274,8.4029,0,0,0.983754,Histone H4 OS=Dendronephthya klunzingeri GN=H4DEKL PE=3 SV=3
m.33136,368,1,1,0,2,2,1,0.508,0.6989,1,1,0.959844,Mannose-1-phosphate guanyltransferase alpha-A OS=Danio rerio GN=gmppaa PE=2 SV=1
m.33138,222,1,0,0,5,0,0,0.83,1.2194,1,0.630855,1,m.33138
m.33150,205,1,1,0,0,0,1,-0.059,-0.0665,0.469104,1,0.91513,Stromal cell-derived factor 2 OS=Bos taurus GN=SDF2 PE=2 SV=1
m.33151,123,0,0,1,0,0,1,-0.027,-0.0313,0.499537,1,0.888114,Sjoegren syndrome nuclear autoantigen 1 homolog OS=Mus musculus GN=Ssna1 PE=1 SV=1
m.332,282,195,247,161,200,198,259,0.008,0.1383,0.899983,1,0.842966,Small cysteine-rich protein 3a OS=Montastraea faveolata GN=SCRiP3a PE=4 SV=1
m.33200,126,0,0,2,0,0,0,-0.406,-0.4626,1,0.843208,1,m.33200
m.33203,178,1,5,3,5,5,3,0.29,0.6137,1,1,0.945315,m.33203
m.33251,107,0,4,0,0,0,0,-0.873,-1.1534,1,0.986371,0.951849,m.33251
m.33261,166,2,1,2,2,3,4,0.59,1.0089,1,0.853401,0.992211,RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1
