PROTID,UniprotID,Name
m.27802,O96019,Actin-like protein 6A OS=Homo sapiens GN=ACTL6A PE=1 SV=1                    
m.27804,Q3UYG8,O-acetyl-ADP-ribose deacetylase MACROD2 OS=Mus musculus GN=Macrod2 PE=2 SV=1                    
m.27807,Q8R480,Nuclear pore complex protein Nup85 OS=Mus musculus GN=Nup85 PE=1 SV=1                  
m.2781,Q8NFZ4,Neuroligin-2 OS=Homo sapiens GN=NLGN2 PE=1 SV=1                      
m.27811,4509691,Uncharacterized protein (Fragment) OS=Strongylocentrotus purpuratus PE=4 SV=1                     
m.27813,Q9Z254,PDZ domain-containing protein GIPC1 OS=Rattus norvegicus GN=Gipc1 PE=1 SV=2                   
m.27814,Q6DFF6,Kelch-like protein 20 OS=Xenopus laevis GN=klhl20 PE=2 SV=1                    
m.27815,3269767,Predicted protein OS=Nematostella vectensis GN=v1g200800 PE=4 SV=1                     
m.27817,Q9BYT9,Anoctamin-3 OS=Homo sapiens GN=ANO3 PE=1 SV=2                      
m.27819,3266649,Predicted protein OS=Nematostella vectensis GN=v1g196994 PE=4 SV=1                     
m.2782,O54701,Sodium/potassium/calcium exchanger 2 OS=Rattus norvegicus GN=Slc24a2 PE=2 SV=1                    
m.27827,A7E2S9,Putative ankyrin repeat domain-containing protein 30B-like OS=Homo sapiens GN=ANKRD30BL PE=2 SV=3                 
m.27828,Q96AY4,Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4                   
m.27829,3277563,Predicted protein OS=Nematostella vectensis GN=v1g210602 PE=4 SV=1                     
m.2783,Q969W8,Zinc finger protein 566 OS=Homo sapiens GN=ZNF566 PE=2 SV=1                   
m.27832,3279866,Predicted protein OS=Nematostella vectensis GN=v1g213522 PE=4 SV=1                     
m.2784,Q9JLC8,Sacsin OS=Mus musculus GN=Sacs PE=1 SV=2                      
m.27840,Q8QZR7,Serine/threonine-protein kinase PDIK1L OS=Mus musculus GN=Pdik1l PE=2 SV=1                    
m.27843,A6QQM4,Zinc finger protein 474 OS=Bos taurus GN=ZNF474 PE=2 SV=1                   
m.27844,Q8IVV2,Lipoxygenase homology domain-containing protein 1 OS=Homo sapiens GN=LOXHD1 PE=2 SV=3                  
m.27846,Q96AY4,Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4                   
m.27848,Q8TD84,Down syndrome cell adhesion molecule-like protein 1 OS=Homo sapiens GN=DSCAML1 PE=1 SV=2                
m.27851,Q9Y6A2,Cholesterol 24-hydroxylase OS=Homo sapiens GN=CYP46A1 PE=1 SV=1                     
m.27852,Q63627,Splicing factor arginine/serine-rich 15 (Fragment) OS=Rattus norvegicus GN=Scaf4 PE=2 SV=1                           
m.27859,P33450,Cadherin-related tumor suppressor OS=Drosophila melanogaster GN=ft PE=1 SV=3                    
m.27863,A6H8I2,Small G protein signaling modulator 3 homolog OS=Xenopus laevis GN=sgsm3 PE=2 SV=1                
m.27864,Q80VI1,E3 ubiquitin-protein ligase TRIM56 OS=Mus musculus GN=Trim56 PE=1 SV=1                   
m.27867,A1Z651,Gag-Pol polyprotein OS=Xenotropic MuLV-related virus (isolate VP62) GN=gag-pol PE=1 SV=1                  
m.2787,Q0WVW7,ATP-dependent DNA helicase Q-like 5 OS=Arabidopsis thaliana GN=RECQL5 PE=2 SV=2                  
m.27872,Q7T005,Rab11 family-interacting protein 3 OS=Danio rerio GN=rab11fip3 PE=3 SV=1                   
m.27873,O55164,Multiple PDZ domain protein OS=Rattus norvegicus GN=Mpdz PE=1 SV=1                   
m.27875,3273152,Predicted protein OS=Nematostella vectensis GN=v1g242047 PE=4 SV=1                     
m.27877,Q86XK3,Swi5-dependent recombination DNA repair protein 1 homolog OS=Homo sapiens GN=SFR1 PE=1 SV=2                
m.27878,A1ZAJ2,Kinesin-like protein unc-104 OS=Drosophila melanogaster GN=unc-104 PE=1 SV=1                    
m.27879,O14980,Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1                      
m.27883,Q91YK0,Leucine-rich repeat-containing protein 49 OS=Mus musculus GN=Lrrc49 PE=1 SV=1                   
m.27884,P50392,Cytosolic phospholipase A2 OS=Danio rerio GN=pla2g4a PE=2 SV=1                    
m.27889,3271154,Predicted protein OS=Nematostella vectensis GN=v1g202545 PE=4 SV=1                     
m.27890,3282180,Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1                     
m.27891,Q9R283,Short transient receptor potential channel 2 OS=Rattus norvegicus GN=Trpc2 PE=2 SV=2                 
m.27893,Q5YP47,D-inositol 3-phosphate glycosyltransferase OS=Nocardia farcinica (strain IFM 10152) GN=mshA PE=3 SV=1                 
m.27895,Q86UT8,Coiled-coil domain-containing protein 84 OS=Homo sapiens GN=CCDC84 PE=2 SV=1                   
m.27899,Q9GRC0,Serine/threonine-protein kinase mos OS=Patiria pectinifera GN=mos PE=1 SV=1                    
m.279,P41112,Actin-1/2 OS=Podocoryne carnea GN=ACTIA PE=2 SV=1                      
m.27901,Q9NUD9,GPI mannosyltransferase 2 OS=Homo sapiens GN=PIGV PE=1 SV=1                    
m.27902,3674544,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_66592 PE=4 SV=1                    
m.27904,5770926,Uncharacterized protein (Fragment) OS=Ixodes ricinus PE=2 SV=1                     
m.27905,P14184,Lipopolysaccharide cholinephosphotransferase LicD OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=licD PE=3 SV=2          
m.2791,Q9NVM9,Protein asunder homolog OS=Homo sapiens GN=ASUN PE=1 SV=2                    
m.27911,3281435,Predicted protein OS=Nematostella vectensis GN=v1g246632 PE=4 SV=1                     
m.27917,Q5G872,Signal peptide CUB and EGF-like domain-containing protein 2 OS=Danio rerio GN=scube2 PE=2 SV=1 YB-4239) GN=MTC6 PE=3 SV=1                       
m.2792,P23381,Tryptophan--tRNA ligase cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2                           
m.27920,Q96T58,Msx2-interacting protein OS=Homo sapiens GN=SPEN PE=1 SV=1                     
m.27925,O14981,TATA-binding protein-associated factor 172 OS=Homo sapiens GN=BTAF1 PE=1 SV=2                   
m.27927,5536627,Uncharacterized protein OS=Strigamia maritima PE=4 SV=1                      
m.27929,34456696,Uncharacterized protein OS=Virgibacillus sp. CM-4 GN=M948_03855 PE=4 SV=1                    
m.2793,A4IGY6,Zinc transporter ZIP14 OS=Xenopus tropicalis GN=slc39a14 PE=2 SV=1                    
m.27931,Q08CF3,Coiled-coil domain-containing protein 61 OS=Danio rerio GN=ccdc61 PE=2 SV=1                   
m.27933,Q5R4B8,Ras-related protein Ral-B OS=Pongo abelii GN=RALB PE=2 SV=1                    
m.27934,Q8N5C6,S1 RNA-binding domain-containing protein 1 OS=Homo sapiens GN=SRBD1 PE=1 SV=2                  
m.2794,P34422,Dipeptidyl peptidase family member 6 OS=Caenorhabditis elegans GN=dpf-6 PE=3 SV=2                  
m.27940,Q60675,Laminin subunit alpha-2 OS=Mus musculus GN=Lama2 PE=1 SV=2                    
m.27944,A4IG72,Transforming growth factor-beta receptor-associated protein 1 homolog OS=Danio rerio GN=tgfbrap1 PE=2 SV=1                
m.27945,Q5ZMD4,Tripartite motif-containing protein 59 OS=Gallus gallus GN=TRIM59 PE=2 SV=1                   
m.27946,XP_002161919,PREDICTED: proto-oncogene tyrosine-protein kinase receptor Ret-like partial [Hydra vulgaris]                           
m.27947,Q8BK06,F-box only protein 9 OS=Mus musculus GN=Fbxo9 PE=1 SV=1                   
m.27948,Q5F464,Lipoma-preferred partner homolog OS=Gallus gallus GN=LPP PE=2 SV=1                    
m.2795,Q61382,TNF receptor-associated factor 4 OS=Mus musculus GN=Traf4 PE=1 SV=2                   
m.27951,Q4V9Y0,Vacuolar protein sorting-associated protein 51 homolog OS=Xenopus tropicalis GN=vps51 PE=2 SV=1                 
m.27952,3278078,Predicted protein OS=Nematostella vectensis GN=v1g244806 PE=4 SV=1                     
m.27954,3274168,Predicted protein OS=Nematostella vectensis GN=v1g242640 PE=4 SV=1                     
m.27958,Q9NZJ4,Sacsin OS=Homo sapiens GN=SACS PE=1 SV=2                      
m.27959,O43861,Probable phospholipid-transporting ATPase IIB OS=Homo sapiens GN=ATP9B PE=2 SV=4                   
m.2796,P23249,Putative helicase MOV-10 OS=Mus musculus GN=Mov10 PE=1 SV=2                    
m.27960,3276728,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g54197 PE=4 SV=1                    
m.27963,3277894,Predicted protein OS=Nematostella vectensis GN=v1g210997 PE=4 SV=1                     
m.27966,Q5XI06,Histone acetyltransferase KAT8 OS=Rattus norvegicus GN=Kat8 PE=2 SV=1                    
m.27967,O35453,Serine protease hepsin OS=Mus musculus GN=Hpn PE=2 SV=3                    
m.27968,5717246,Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_179919 PE=4 SV=1                     
m.27975,Q5T011,Protein SZT2 OS=Homo sapiens GN=SZT2 PE=2 SV=3                     
m.27976,Q1JQC6,NAD-dependent protein deacetylase sirtuin-4 OS=Bos taurus GN=SIRT4 PE=2 SV=1                   
m.27978,3281739,Predicted protein OS=Nematostella vectensis GN=v1g215888 PE=4 SV=1                     
m.27979,O43822,Protein C21orf2 OS=Homo sapiens GN=C21orf2 PE=1 SV=1                     
m.2798,B1VEI4,D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) GN=mshA PE=3 SV=1              
m.27982,P97466,Noggin OS=Mus musculus GN=Nog PE=2 SV=1                      
m.27990,Q9H3H3,UPF0696 protein C11orf68 OS=Homo sapiens GN=C11orf68 PE=1 SV=2                    
m.27991,Q8R151,NFX1-type zinc finger-containing protein 1 OS=Mus musculus GN=Znfx1 PE=2 SV=3                  
m.27995,2930519,Uncharacterized protein (Fragment) OS=Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) GN=GLOINDRAFT_12888 PE=4 SV=1           
m.27997,XP_006004787,PREDICTED: uncharacterized protein LOC102352964 [Latimeria chalumnae]                      
m.27998,A6H584,Collagen alpha-5(VI) chain OS=Mus musculus GN=Col6a5 PE=1 SV=3                    
m.280,Q01238,Major basic nuclear protein 2 OS=Crypthecodinium cohnii GN=HCc2 PE=4 SV=1                  
m.2800,Q9NQX3,Gephyrin OS=Homo sapiens GN=GPHN PE=1 SV=1                      
m.28005,Q5RA17,Ribosomal RNA-processing protein 7 homolog A OS=Pongo abelii GN=RRP7A PE=2 SV=1                 
m.28006,Q8IWG1,WD repeat-containing protein 63 OS=Homo sapiens GN=WDR63 PE=2 SV=1                   
m.28009,4066293,Uncharacterized protein (Fragment) OS=Trichinella spiralis GN=Tsp_15829 PE=4 SV=1                    
m.2801,Q95SX7,Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1                
m.28012,3665438,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_127019 PE=4 SV=1                    
m.28013,Q8R508,Protocadherin Fat 3 OS=Rattus norvegicus GN=Fat3 PE=1 SV=1                    
m.28016,Q4G0P3,Hydrocephalus-inducing protein homolog OS=Homo sapiens GN=HYDIN PE=1 SV=3                    
m.28019,3275182,Predicted protein OS=Nematostella vectensis GN=v1g207612 PE=4 SV=1                     
m.2802,Q0V9W6,BTB/POZ domain-containing protein 6 OS=Xenopus tropicalis GN=btbd6 PE=2 SV=2                   
m.28020,3269087,Predicted protein OS=Nematostella vectensis GN=v1g199934 PE=4 SV=1                     
m.28021,Q16994,Antho-RFamide neuropeptides type 2 OS=Anthopleura elegantissima PE=1 SV=1                    
m.28025,P41777,Nucleolar and coiled-body phosphoprotein 1 OS=Rattus norvegicus GN=Nolc1 PE=1 SV=1                  
m.28028,Q9NBX4,Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1                
m.28035,Q7ZXT3,Enhancer of mRNA-decapping protein 4 OS=Xenopus laevis GN=edc4 PE=2 SV=1                  
m.28044,P50717,Lysozyme OS=Hyphantria cunea PE=2 SV=1                       
m.28048,3288525,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g224555 PE=3 SV=1                    
m.2805,Q6PBK1,Coiled-coil domain-containing protein 58 OS=Danio rerio GN=ccdc58 PE=2 SV=2                   
m.28050,Q5EAU9,Regulator of microtubule dynamics protein 3 OS=Xenopus laevis GN=rmdn3 PE=2 SV=1                 
m.28052,4494629,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1                      
m.28058,P07524,Tyrosinase OS=Streptomyces antibioticus GN=melC2 PE=3 SV=2                      
m.28059,Q92616,Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=6                    
m.2806,3265991,Predicted protein OS=Nematostella vectensis GN=v1g237776 PE=4 SV=1                     
m.28061,O88738,Baculoviral IAP repeat-containing protein 6 OS=Mus musculus GN=Birc6 PE=1 SV=2                  
m.28064,Q9C000,NACHT LRR and PYD domains-containing protein 1 OS=Homo sapiens GN=NLRP1 PE=1 SV=1                           
m.28067,Q63HN8,E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens GN=RNF213 PE=1 SV=3                   
m.2807,Q5ZIP4,5'-3' exoribonuclease 2 OS=Gallus gallus GN=XRN2 PE=2 SV=1                    
m.28070,Q9RX93,Trans-aconitate 2-methyltransferase OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 /     
m.28071,Q24180,Deformed epidermal autoregulatory factor 1 OS=Drosophila melanogaster GN=Deaf1 PE=1 SV=1                  
m.28072,3288935,Predicted protein OS=Nematostella vectensis GN=v1g224977 PE=4 SV=1                     
m.28073,Q09575,Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1                    
m.28079,XP_001936853,kinesin light chain 1 [Pyrenophora tritici-repentis Pt-1C-BFP]                     
m.28082,A6H584,Collagen alpha-5(VI) chain OS=Mus musculus GN=Col6a5 PE=1 SV=3                    
m.28084,Q9Y5B6,PAX3- and PAX7-binding protein 1 OS=Homo sapiens GN=PAXBP1 PE=1 SV=2                  
m.28086,O08550,Histone-lysine N-methyltransferase 2B OS=Mus musculus GN=Kmt2b PE=1 SV=3                    
m.28087,4598394,Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1                      
m.28088,3269099,Predicted protein OS=Nematostella vectensis GN=v1g239690 PE=4 SV=1                     
m.28093,Q6Z7K5,Metal tolerance protein 3 OS=Oryza sativa subsp. japonica GN=MTP3 PE=2 SV=1                 
m.28094,Q8BWJ3,Phosphorylase b kinase regulatory subunit alpha liver isoform OS=Mus musculus GN=Phka2 PE=1 SV=1                           
m.28095,5724705,Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_174460 PE=4 SV=1                     
m.28100,Q9BQA5,Histone H4 transcription factor OS=Homo sapiens GN=HINFP PE=1 SV=2                   
m.28102,Q6ZRQ5,Protein MMS22-like OS=Homo sapiens GN=MMS22L PE=1 SV=3                     
m.28105,P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1                   
m.28106,5352614,Uncharacterized protein OS=Capitella teleta GN=CAPTEDRAFT_170068 PE=4 SV=1                     
m.2811,Q8BH79,Anoctamin-10 OS=Mus musculus GN=Ano10 PE=2 SV=1                      
m.28110,B7ZC77,Catenin alpha-2 OS=Danio rerio GN=Ctnna2 PE=3 SV=1                     
m.28111,P31579,Low choriolytic enzyme OS=Oryzias latipes GN=lce PE=1 SV=1                    
m.28113,P98192,Dihydroxyacetone phosphate acyltransferase OS=Mus musculus GN=Gnpat PE=2 SV=1                    
m.28114,Q504Y2,Protein kinase domain-containing protein cytoplasmic OS=Homo sapiens GN=PKDCC PE=2 SV=2                           
m.28117,Q0V8M0,Protein KRI1 homolog OS=Bos taurus GN=KRI1 PE=2 SV=3                    
m.28119,Q91W98,Solute carrier family 15 member 4 OS=Mus musculus GN=Slc15a4 PE=1 SV=1                 
m.2812,A2AVA0,Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 OS=Mus musculus GN=Svep1 PE=1 SV=1                           
m.28129,Q8YJ95,Peptide chain release factor 1 OS=Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094) GN=prfA PE=3 SV=2        
m.28130,4613036,Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100631902 PE=4 SV=1                     
m.28132,Q5SSH7,Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Mus musculus GN=Zzef1 PE=1 SV=2               
m.28137,O95153,Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=BZRAP1 PE=1 SV=2                  
m.28138,Q9BYK8,Helicase with zinc finger domain 2 OS=Homo sapiens GN=HELZ2 PE=1 SV=6                 
m.2814,Q96RW7,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      
m.28140,3274822,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g207141 PE=4 SV=1                    
m.28143,P33450,Cadherin-related tumor suppressor OS=Drosophila melanogaster GN=ft PE=1 SV=3                    
m.28144,Q55G75,PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   
m.28145,Q8IVF4,Dynein heavy chain 10 axonemal OS=Homo sapiens GN=DNAH10 PE=1 SV=4                           
m.28147,Q3UY96,Uncharacterized protein KIAA1751 homolog OS=Mus musculus PE=2 SV=2                    
m.28149,P56564,Excitatory amino acid transporter 1 OS=Mus musculus GN=Slc1a3 PE=1 SV=2                  
m.28154,O16277,Putative histone H1.6 OS=Caenorhabditis elegans GN=hil-6 PE=3 SV=3                    
m.28159,Q54Y55,Dual specificity protein kinase shkC OS=Dictyostelium discoideum GN=shkC PE=3 SV=1                  
m.28160,A6H5Y1,M-phase phosphoprotein 9 OS=Mus musculus GN=Mphosph9 PE=2 SV=1                    
m.28161,O50655,Integrase/recombinase xerD homolog OS=Selenomonas ruminantium GN=xerD PE=3 SV=1                    
m.28163,4612426,Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100637541 PE=4 SV=1                     
m.28168,Q3T0T0,Glycerophosphodiester phosphodiesterase 1 OS=Bos taurus GN=GDE1 PE=2 SV=1                    
m.28169,3272582,Predicted protein OS=Nematostella vectensis GN=v1g204296 PE=4 SV=1                     
m.28170,A7E305,Zinc finger SWIM domain-containing protein 8 OS=Bos taurus GN=ZSWIM8 PE=2 SV=1                 
m.28172,Q9P2E3,NFX1-type zinc finger-containing protein 1 OS=Homo sapiens GN=ZNFX1 PE=1 SV=2                  
m.28179,3676308,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_119103 PE=4 SV=1                    
m.2818,P22105,Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3                      
m.28184,3266499,Predicted protein OS=Nematostella vectensis GN=v1g196848 PE=4 SV=1                     
m.28191,3833553,Lectin OS=Nemopilema nomurai PE=2 SV=1                       
m.28192,Q7TSV3,Zinc finger MYND domain-containing protein 19 OS=Rattus norvegicus GN=Zmynd19 PE=2 SV=1                 
m.28197,3278790,Predicted protein OS=Nematostella vectensis GN=v1g212182 PE=4 SV=1 PE=3 SV=1                   
