Protein,Len,NN,NN,NN,OO,OO,OO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,
m.10009,206,2,6,3,6,10,7,0.93,2.548,0,0,0.619973,Putative regulator of ribonuclease activity OS=Aromatoleum aromaticum (strain EbN1) GN=AZOSEA25360 PE=3 SV=1,Q5P203
m.13278,257,0,0,0,1,0,0,0.102,0.1231,1,0.542654,0.60011,Peflin OS=Xenopus laevis GN=pef1 PE=1 SV=1,Q5PQ53
m.19722,109,3,2,1,2,2,2,0.115,0.1905,1,0.47598,0.652747,"Isochorismatase domain-containing protein 2, mitochondrial OS=Xenopus laevis GN=isoc2 PE=2 SV=1",Q5PQ71
m.4892,422,3,2,4,3,1,2,-0.283,-0.5345,0.075496,0.666917,0.004408,PTB domain-containing engulfment adapter protein 1 OS=Rattus norvegicus GN=Gulp1 PE=1 SV=1,Q5PQS4
m.11960,265,1,0,0,0,0,0,0.136,0.1627,1,0.505409,0.633032,Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1,Q5PRE5
m.30436,263,2,2,0,6,6,4,1.356,2.5978,0,0,0.618323,Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1,Q5PRE5
m.5253,335,233,325,286,187,196,201,-0.21,-3.8382,0,0.578473,0,Glyceraldehyde-3-phosphate dehydrogenase OS=Pelodiscus sinensis GN=GAPDH PE=2 SV=1,Q5R2J2
m.2136,361,0,5,0,5,3,3,0.595,1.2695,0.000015,0,0.691005,Nucleosome assembly protein 1-like 1 OS=Pongo abelii GN=NAP1L1 PE=2 SV=1,Q5R4D4
m.9527,577,0,0,0,0,0,1,0.179,0.1998,1,0.46555,0.65876,Delta-1-pyrroline-5-carboxylate synthase OS=Pongo abelii GN=ALDH18A1 PE=2 SV=1,Q5R4M8
m.388,373,0,0,0,1,3,2,0.985,1.2928,0.000008,0,0.689044,Translocation protein SEC62 OS=Pongo abelii GN=SEC62 PE=2 SV=1,Q5R4Q3
m.14128,211,81,40,52,29,25,23,-0.665,-4.7005,0,0.57465,0,Sorcin OS=Pongo abelii GN=SRI PE=2 SV=1,Q5R4U9
m.4911,552,281,406,336,207,197,196,-0.368,-7.4668,0,0.570752,0,"ATP synthase subunit alpha, mitochondrial OS=Pongo abelii GN=ATP5A1 PE=2 SV=1",Q5R546
m.10496,298,50,35,71,36,36,36,-0.213,-1.6639,0,0.606844,0,Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1,Q5R5D5
m.25041,188,14,18,15,23,20,26,0.546,2.7485,0,0,0.613712,Coatomer subunit zeta-1 OS=Pongo abelii GN=COPZ1 PE=2 SV=1,Q5R5F2
m.2531,239,26,29,22,20,23,20,-0.054,-0.3064,0.609998,0.683014,0.06841,LIM and SH3 domain protein 1 OS=Pongo abelii GN=LASP1 PE=2 SV=1,Q5R5W0
m.21336,339,0,0,1,0,0,0,0.175,0.2114,1,0.452146,0.665872,Pinin OS=Pongo abelii GN=PNN PE=2 SV=1,Q5R5X0
m.5459,641,1,1,0,0,0,0,0.142,0.1545,1,0.513577,0.626695,Sodium-dependent neutral amino acid transporter B(0)AT1 OS=Pongo abelii GN=SLC6A19 PE=2 SV=1,Q5R6J1
m.33579,108,0,1,0,2,0,0,0.519,0.6153,0.558968,0.03173,0.746729,Glia maturation factor beta OS=Pongo abelii GN=GMFB PE=2 SV=3,Q5R6P6
m.38201,104,0,0,2,0,0,0,-0.284,-0.3446,0.487429,0.68172,0.046578,Syntaxin-6 OS=Pongo abelii GN=STX6 PE=2 SV=1,Q5R6Q2
m.34321,298,20,17,19,3,3,3,-1.683,-4.5129,0,0.575378,0,Peptidyl-prolyl cis-trans isomerase E OS=Pongo abelii GN=PPIE PE=2 SV=1,Q5R723
m.15388,345,0,0,5,2,1,1,-0.554,-0.8303,0.000713,0.643169,0.000027,Acyl-CoA dehydrogenase family member 11 OS=Pongo abelii GN=ACAD11 PE=2 SV=2,Q5R778
m.4616,493,0,1,0,0,0,0,0.14,0.162,1,0.506116,0.632501,Serine/threonine-protein kinase Sgk3 OS=Pongo abelii GN=SGK3 PE=2 SV=1,Q5R7A7
m.6203,143,15,41,35,28,28,26,0.067,0.4263,0.981472,0.171579,0.739131,Ubiquitin-conjugating enzyme E2 N OS=Pongo abelii GN=UBE2N PE=2 SV=1,Q5R7J6
m.9440,538,0,0,0,0,0,1,0.166,0.1924,1,0.473872,0.653998,SNW domain-containing protein 1 OS=Pongo abelii GN=SNW1 PE=2 SV=1,Q5R7R9
m.18223,316,0,0,0,1,0,1,0,0.0002,1,0.624965,0.458537,Peroxisomal biogenesis factor 19 OS=Pongo abelii GN=PEX19 PE=2 SV=1,Q5R7U2
m.25325,239,3,0,0,7,2,1,0.884,1.5455,0,0,0.669117,Prostaglandin reductase 2 OS=Pongo abelii GN=PTGR2 PE=2 SV=2,Q5R806
m.918,345,23,52,68,39,47,45,0.068,0.58,0.676796,0.046165,0.74779,UDP-glucose 4-epimerase OS=Pongo abelii GN=GALE PE=2 SV=1,Q5R8D0
m.11021,150,1,1,1,1,0,0,0.176,0.1912,1,0.475205,0.65321,Multiple coagulation factor deficiency protein 2 homolog OS=Pongo abelii GN=MCFD2 PE=2 SV=1,Q5R8Z6
m.10914,217,1,0,4,0,0,0,-0.622,-0.8785,0.00028,0.640102,0.00001,Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3,Q5R8Z8
m.7887,147,1,1,1,0,1,2,0.44,0.5369,0.802102,0.070371,0.747835,Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Pongo abelii GN=FKBP14 PE=2 SV=1,Q5R941
m.1983,176,0,0,2,1,0,0,-0.251,-0.3079,0.605236,0.682983,0.067425,ADP-ribosylation factor-like protein 2-binding protein OS=Pongo abelii GN=ARL2BP PE=2 SV=1,Q5R9K8
m.21372,330,3,6,5,7,5,6,0.418,1.1029,0.000564,0.000014,0.705439,Shootin-1 OS=Pongo abelii PE=2 SV=2,Q5RA03
m.16119,234,6,4,1,4,1,2,-0.31,-0.5971,0.032763,0.661271,0.001731,"GrpE protein homolog 1, mitochondrial OS=Pongo abelii GN=GRPEL1 PE=2 SV=1",Q5RA81
m.23859,213,0,3,1,3,1,1,0.128,0.1888,1,0.477856,0.651617,Protein NipSnap homolog 3A OS=Pongo abelii GN=NIPSNAP3A PE=2 SV=1,Q5RAA9
m.24931,171,0,0,1,0,0,0,0.116,0.1386,1,0.528736,0.613704,Rab GTPase-activating protein 1 OS=Pongo abelii GN=RABGAP1 PE=2 SV=1,Q5RAN1
m.5364,172,14,19,42,21,24,25,0.094,0.5771,0.685857,0.047553,0.747839,Myosin regulatory light polypeptide 9 OS=Pongo abelii GN=MYL9 PE=2 SV=3,Q5RBA4
m.15345,109,1,2,2,3,2,2,0.489,0.8119,0.078547,0.002473,0.73208,Splicing factor 3B subunit 3 OS=Pongo abelii GN=SF3B3 PE=2 SV=1,Q5RBI5
m.473,628,2,0,0,16,15,15,2.662,4.9749,0,0,0.578398,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Pongo abelii GN=RPN2 PE=2 SV=1,Q5RBM1
m.16309,388,11,7,4,6,3,3,-0.469,-1.3254,0,0.618432,0,Beta-ureidopropionase OS=Pongo abelii GN=UPB1 PE=2 SV=1,Q5RBM6
m.16923,260,3,5,9,6,4,2,-0.203,-0.5355,0.074551,0.666826,0.004346,Acyl-protein thioesterase 1 OS=Pongo abelii GN=LYPLA1 PE=2 SV=1,Q5RBR7
m.27125,414,2,3,9,3,3,2,-0.384,-0.9002,0.000181,0.638786,0.000006,Lysosomal Pro-X carboxypeptidase OS=Pongo abelii GN=PRCP PE=2 SV=1,Q5RBU7
m.5981,145,26,16,7,13,17,20,0.164,0.8174,0.072926,0.002277,0.731577,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Pongo abelii GN=SH3BGRL3 PE=3 SV=1,Q5RC61
m.8984,345,0,6,6,2,1,2,-0.874,-1.6073,0,0.608525,0,RNA-binding protein 39 OS=Pongo abelii GN=RBM39 PE=2 SV=1,Q5RC80
m.26791,181,0,1,1,0,0,0,0.096,0.1156,1,0.549088,0.593197,Engulfment and cell motility protein 2 OS=Pongo abelii GN=ELMO2 PE=2 SV=1,Q5RCC1
m.38555,178,2,1,3,1,2,0,-0.245,-0.341,0.49896,0.681883,0.048361,Prefoldin subunit 3 OS=Pongo abelii GN=VBP1 PE=2 SV=1,Q5RCG9
m.5196,113,2,1,0,3,5,4,1.328,2.1561,0,0,0.634568,"N-alpha-acetyltransferase 38, NatC auxiliary subunit OS=Pongo abelii GN=NAA38 PE=3 SV=3",Q5RCP3
m.3473,679,0,5,0,3,2,1,-0.057,-0.0964,0.990569,0.661107,0.3145,WASH complex subunit FAM21 OS=Pongo abelii GN=FAM21 PE=2 SV=1,Q5RDC1
m.19592,449,3,0,0,6,2,3,0.976,1.6807,0,0,0.65978,"Cysteine desulfurase, mitochondrial OS=Pongo abelii GN=NFS1 PE=2 SV=1",Q5RDE7
m.834,558,1,0,0,1,0,0,0.073,0.0836,1,0.574361,0.561167,"Presequence protease, mitochondrial OS=Pongo abelii GN=PITRM1 PE=2 SV=1",Q5RDG3
m.30396,488,100,83,110,107,110,114,0.28,3.3189,0,0,0.599769,Protein disulfide-isomerase A3 OS=Pongo abelii GN=PDIA3 PE=2 SV=1,Q5RDG4
m.9225,304,0,0,0,1,2,4,1.095,1.4904,0,0,0.673208,N-acetylneuraminate lyase OS=Pongo abelii GN=NPL PE=2 SV=1,Q5RDY1
m.14813,275,1,2,1,4,5,7,1.611,2.485,0,0,0.622132,26S proteasome non-ATPase regulatory subunit 8 (Fragment) OS=Pongo abelii GN=PSMD8 PE=2 SV=2,Q5RE15
m.20924,380,8,8,13,13,14,11,0.438,1.7929,0,0,0.652777,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Pongo abelii GN=PRKAR1A PE=2 SV=2,Q5REL1
m.4974,208,15,14,20,5,6,9,-0.737,-2.7352,0,0.587794,0,Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Pongo abelii GN=FKBP7 PE=2 SV=1,Q5RET2
m.32382,247,0,1,1,2,0,0,0.443,0.5356,0.805343,0.071226,0.747811,Alpha- and gamma-adaptin-binding protein p34 OS=Pongo abelii GN=AAGAB PE=2 SV=1,Q5RET3
m.12521,914,8,16,19,14,12,16,0.145,0.6894,0.317289,0.01328,0.742402,Staphylococcal nuclease domain-containing protein 1 OS=Pongo abelii GN=SND1 PE=2 SV=1,Q5REU4
m.1126,148,2,6,5,6,4,8,0.488,1.2685,0.000015,0,0.69109,60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3,Q5REY2
m.38466,280,0,0,1,0,2,1,0.454,0.5826,0.66825,0.044948,0.74774,Cytosolic beta-glucosidase OS=Pongo abelii GN=GBA3 PE=2 SV=1,Q5RF65
m.1035,165,0,0,0,0,0,1,0.151,0.1707,1,0.497215,0.638981,Ubiquitin-conjugating enzyme E2 G2 OS=Pongo abelii GN=UBE2G2 PE=2 SV=1,Q5RF84
m.1296,468,8,8,17,15,15,14,0.446,1.9989,0,0,0.641643,Tetratricopeptide repeat protein 38 OS=Pongo abelii GN=TTC38 PE=2 SV=1,Q5RFF7
m.24423,342,55,20,56,3,5,4,-2.254,-7.6492,0,0.570564,0,Sialate O-acetylesterase OS=Pongo abelii GN=SIAE PE=2 SV=1,Q5RFU0
m.15426,1113,1,5,6,12,11,11,1.214,3.5619,0,0,0.594412,Optineurin OS=Danio rerio GN=optn PE=2 SV=2,Q5RI56
m.25410,350,3,7,12,10,9,11,0.462,1.7279,0,0,0.656753,Twinfilin-1 OS=Rattus norvegicus GN=Twf1 PE=2 SV=1,Q5RJR2
m.9312,311,11,10,9,13,14,12,0.451,1.7591,0,0,0.654817,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Xenopus tropicalis GN=coq9 PE=2 SV=1",Q5RJV0
m.9561,429,15,19,32,23,25,21,0.211,1.2014,0.00007,0.000002,0.696821,Eukaryotic initiation factor 4A-II OS=Rattus norvegicus GN=Eif4a2 PE=1 SV=1,Q5RKI1
m.13742,710,0,0,1,0,1,0,0.124,0.1469,1,0.520935,0.620603,Cytoplasmic FMR1-interacting protein 2 OS=Mus musculus GN=Cyfip2 PE=1 SV=2,Q5SQX6
m.1074,292,0,2,19,18,14,12,0.865,3.4681,0,0,0.596391,Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2,Q5SRE7
m.5115,549,28,25,34,32,35,33,0.297,2.1064,0,0,0.63669,TOM1-like protein 2 OS=Mus musculus GN=Tom1l2 PE=2 SV=1,Q5SRX1
m.10923,594,0,0,0,1,0,0,0.078,0.0887,1,0.570565,0.566551,Phosphoribosylformylglycinamidine synthase OS=Mus musculus GN=Pfas PE=2 SV=1,Q5SUR0
m.5803,326,4,7,4,5,1,2,-0.515,-1.1788,0,0.624557,0,Low density lipoprotein receptor adapter protein 1 OS=Homo sapiens GN=LDLRAP1 PE=1 SV=3,Q5SW96
m.3029,290,2,3,2,0,0,1,-0.762,-1.0276,0.000011,0.631743,0,Tumor protein p63-regulated gene 1-like protein OS=Homo sapiens GN=TPRG1L PE=1 SV=1,Q5T0D9
m.34772,240,1,3,1,3,1,1,0.224,0.3592,0.999983,0.256989,0.725731,FK506-binding protein 15 OS=Homo sapiens GN=FKBP15 PE=1 SV=2,Q5T1M5
m.5422,1121,28,29,24,20,24,24,-0.019,-0.1274,0.972255,0.66858,0.267555,FK506-binding protein 15 OS=Homo sapiens GN=FKBP15 PE=1 SV=2,Q5T1M5
m.17683,465,4,5,4,3,2,1,-0.656,-1.3393,0,0.617886,0,Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1,Q5TDH0
m.22940,466,19,32,56,48,42,41,0.365,2.8326,0,0,0.611418,Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1,Q5TZA2
m.7595,1291,85,156,227,139,134,135,0.03,0.4288,0.979488,0.168679,0.7395,Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1,Q5TZA2
m.694,857,1,4,14,9,7,9,0.452,1.5227,0,0,0.67079,Zinc finger RNA-binding protein OS=Xenopus tropicalis GN=zfr PE=2 SV=1,Q5U231
m.18748,201,1,9,2,4,0,1,-0.575,-1.0563,0.000006,0.630295,0,Ras-related protein Rab-35 OS=Rattus norvegicus GN=Rab35 PE=1 SV=1,Q5U316
m.4865,531,15,26,22,29,30,31,0.522,3.1248,0,0,0.604367,Cdc42-interacting protein 4 homolog OS=Danio rerio GN=trip10 PE=2 SV=1,Q5U3Q6
m.29874,107,1,1,0,0,0,0,0.092,0.1038,1,0.558813,0.581866,Mitotic-spindle organizing protein 1 OS=Xenopus laevis GN=mzt1 PE=3 SV=2,Q5U4M5
m.23556,162,0,0,0,1,3,0,0.68,0.8643,0.037446,0.001101,0.727249,MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens GN=MALRD1 PE=4 SV=3,Q5VYJ5
m.2438,9514,1,6,6,34,33,32,2.242,7.5574,0,0,0.570675,MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens GN=MALRD1 PE=4 SV=3,Q5VYJ5
m.3531,704,0,0,0,1,0,0,0.114,0.1315,1,0.535216,0.607593,MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens GN=MALRD1 PE=4 SV=3,Q5VYJ5
m.24984,390,2,1,0,0,0,0,-0.221,-0.2962,0.641917,0.683178,0.0754,Renalase OS=Homo sapiens GN=RNLS PE=1 SV=1,Q5VYX0
m.30917,239,2,1,3,2,1,3,0.108,0.1752,1,0.492507,0.642227,Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1,Q5VZK9
m.7115,1367,7,14,14,16,11,12,0.266,1.1148,0.000443,0.000011,0.704385,Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1,Q5VZK9
m.5328,257,3,8,11,4,4,10,-0.041,-0.1366,0.964835,0.670456,0.253972,Spliceosome RNA helicase DDX39B OS=Canis familiaris GN=DDX39B PE=3 SV=1,Q5WR10
m.12642,195,113,153,166,85,89,97,-0.312,-4.0384,0,0.577429,0,Transgelin-2 OS=Rattus norvegicus GN=Tagln2 PE=2 SV=1,Q5XFX0
m.15484,173,1,2,4,4,5,4,0.804,1.6514,0,0,0.661719,N-alpha-acetyltransferase 50 OS=Xenopus tropicalis GN=naa50 PE=2 SV=1,Q5XGA9
m.18090,289,1,5,1,2,0,0,-0.456,-0.7163,0.005323,0.651323,0.000235,Cytosol aminopeptidase OS=Xenopus tropicalis GN=lap3 PE=2 SV=1,Q5XGB9
m.10171,529,0,0,1,0,0,0,0.144,0.1561,1,0.512002,0.627951,Cleavage and polyadenylation specificity factor subunit 7 OS=Rattus norvegicus GN=Cpsf7 PE=2 SV=1,Q5XI29
m.17793,185,1,2,0,2,2,2,0.518,0.7555,0.159285,0.005563,0.737103,Protein Dr1 OS=Rattus norvegicus GN=Dr1 PE=2 SV=1,Q5XI68
m.1714,264,1,3,2,4,4,5,0.962,1.806,0,0,0.652002,N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1,Q5XIG6
m.32284,203,0,0,1,0,0,0,0.112,0.1247,1,0.541257,0.601557,N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1,Q5XIG6
m.24947,295,6,7,14,16,18,18,0.807,3.554,0,0,0.594574,Prohibitin-2 OS=Rattus norvegicus GN=Phb2 PE=1 SV=1,Q5XIH7
m.10790,402,1,1,1,3,1,1,0.664,0.8245,0.066185,0.002046,0.730927,4-hydroxyphenylpyruvate dioxygenase-like protein OS=Rattus norvegicus GN=Hpdl PE=2 SV=1,Q5XIH9
m.6511,281,36,53,37,42,40,45,0.17,1.3325,0.000003,0,0.685741,Microtubule-associated protein RP/EB family member 3 OS=Rattus norvegicus GN=Mapre3 PE=1 SV=1,Q5XIT1
m.7089,188,0,0,2,11,10,8,2.215,4.1356,0,0,0.585241,Membrane-associated progesterone receptor component 2 OS=Rattus norvegicus GN=Pgrmc2 PE=2 SV=1,Q5XIU9
m.17166,360,1,1,1,2,3,3,1.163,1.5724,0,0,0.667179,WD repeat domain phosphoinositide-interacting protein 2 OS=Gallus gallus GN=WIPI2 PE=2 SV=1,Q5ZHN3
m.15126,176,6,8,5,2,1,1,-1.506,-2.6166,0,0.589385,0,Trafficking protein particle complex subunit 3 OS=Gallus gallus GN=TRAPPC3 PE=2 SV=1,Q5ZI57
m.15850,195,0,0,1,3,2,2,1.107,1.486,0,0,0.673542,Tumor necrosis factor alpha-induced protein 8 OS=Gallus gallus GN=TNFAIP8 PE=2 SV=1,Q5ZI78
m.15290,959,5,4,10,8,1,4,-0.242,-0.6622,0.012583,0.655669,0.000603,Coatomer subunit beta OS=Gallus gallus GN=COPB1 PE=2 SV=1,Q5ZIA5
m.20683,314,12,0,7,0,0,0,-1.884,-2.9227,0,0.585381,0,NmrA-like family domain-containing protein 1 OS=Gallus gallus GN=NMRAL1 PE=2 SV=1,Q5ZID0
m.2147,314,0,6,3,5,5,4,0.498,1.2056,0.000064,0.000002,0.696459,NmrA-like family domain-containing protein 1 OS=Gallus gallus GN=NMRAL1 PE=2 SV=1,Q5ZID0
m.19685,242,0,0,3,1,0,0,-0.436,-0.5816,0.040615,0.662653,0.002197,Cytosolic 5_-nucleotidase 3A OS=Gallus gallus GN=NT5C3A PE=1 SV=3,Q5ZID6
m.20370,1024,0,0,0,0,1,0,0.182,0.2223,1,0.439168,0.672175,E3 ubiquitin-protein ligase MIB2 OS=Gallus gallus GN=MIB2 PE=2 SV=1,Q5ZIJ9
m.14923,328,9,12,7,15,17,19,0.772,3.3775,0,0,0.598412,Nuclear migration protein nudC OS=Gallus gallus GN=NUDC PE=2 SV=1,Q5ZIN1
m.2241,107,4,8,13,13,13,13,0.618,2.3969,0,0,0.625265,Heterogeneous nuclear ribonucleoprotein K OS=Gallus gallus GN=HNRNPK PE=2 SV=1,Q5ZIQ3
m.9058,352,26,30,33,53,48,52,0.692,5.2494,0,0,0.576457,Endophilin-B1 OS=Gallus gallus GN=SH3GLB1 PE=2 SV=1,Q5ZIR1
m.19597,531,12,28,17,28,25,24,0.455,2.5536,0,0,0.619785,T-complex protein 1 subunit zeta OS=Gallus gallus GN=CCT6 PE=1 SV=3,Q5ZJ54
m.9595,223,145,167,160,106,110,111,-0.209,-2.9335,0,0.58525,0,Peroxiredoxin-6 OS=Gallus gallus GN=PRDX6 PE=2 SV=3,Q5ZJF4
m.13409,233,2,0,2,1,5,3,0.76,1.3379,0.000003,0,0.685296,Ras-related protein Rab-11A OS=Gallus gallus GN=RAB11A PE=2 SV=1,Q5ZJN2
m.25763,303,2,0,0,0,1,0,-0.266,-0.3131,0.588896,0.682862,0.064097,BTB/POZ domain-containing protein KCTD7 OS=Gallus gallus GN=KCTD7 PE=2 SV=1,Q5ZJP7
m.2610,160,0,0,2,1,1,1,-0.193,-0.2358,0.808847,0.68215,0.127909,Vesicle-trafficking protein SEC22b OS=Gallus gallus GN=SEC22B PE=2 SV=1,Q5ZJW4
m.6408,422,4,2,4,0,0,0,-1.137,-1.7058,0,0.605661,0,Protein FAM172A OS=Gallus gallus GN=FAM172A PE=2 SV=1,Q5ZK44
m.18406,213,0,0,1,0,0,0,0.146,0.1691,1,0.498872,0.63781,UMP-CMP kinase OS=Gallus gallus GN=CMPK PE=2 SV=1,Q5ZKE7
m.3691,708,0,3,2,2,0,0,-0.285,-0.4016,0.315487,0.678268,0.024785,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Gallus gallus GN=APBB1IP PE=2 SV=1,Q5ZL23
m.27778,204,4,5,3,12,12,12,1.276,3.5737,0,0,0.594171,Serine-threonine kinase receptor-associated protein OS=Gallus gallus GN=STRAP PE=2 SV=2,Q5ZL33
m.6562,225,0,0,2,4,0,2,0.852,1.2753,0.000013,0,0.690516,Vesicle-associated membrane protein 7 OS=Gallus gallus GN=VAMP7 PE=2 SV=1,Q5ZL74
m.14108,268,0,1,0,1,0,1,0.117,0.1286,1,0.537813,0.605042,Unconventional myosin-Ic OS=Gallus gallus GN=MYO1C PE=2 SV=1,Q5ZLA6
m.17283,268,0,0,0,0,1,0,0.125,0.147,1,0.520839,0.620685,Unconventional myosin-Ic OS=Gallus gallus GN=MYO1C PE=2 SV=1,Q5ZLA6
m.13514,432,4,4,3,6,3,3,0.233,0.5533,0.757438,0.060228,0.748001,Hsc70-interacting protein OS=Gallus gallus GN=ST13 PE=2 SV=1,Q5ZLF0
m.26013,535,11,0,1,2,3,3,-0.308,-0.661,0.012817,0.655769,0.000615,Parafibromin OS=Gallus gallus GN=CDC73 PE=2 SV=1,Q5ZLM0
m.16414,306,0,0,0,2,3,3,1.26,1.6956,0,0,0.658812,Pleckstrin homology domain-containing family F member 2 OS=Gallus gallus GN=PLEKHF2 PE=2 SV=1,Q5ZLY5
m.1889,383,0,4,4,3,7,5,0.649,1.51,0,0,0.671734,Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1,Q5ZM55
m.7798,205,1,1,1,0,1,2,0.491,0.6035,0.599107,0.036073,0.747172,Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1,Q5ZM55
m.17587,233,4,6,2,4,2,1,-0.409,-0.8269,0.00076,0.643394,0.000029,Septin-2 OS=Gallus gallus GN=SEPT2 PE=2 SV=1,Q5ZMH1
m.17886,251,0,0,1,2,1,3,1.011,1.3277,0.000004,0,0.686138,Serine/arginine-rich splicing factor 1 OS=Gallus gallus GN=SRSF1 PE=1 SV=3,Q5ZML3
m.17101,439,4,5,6,11,8,14,0.964,2.896,0,0,0.609806,AP-2 complex subunit mu OS=Gallus gallus GN=AP2M1 PE=2 SV=1,Q5ZMP6
m.2520,559,3,3,2,6,3,1,0.418,0.8353,0.056947,0.001735,0.729933,Apoptosis inhibitor 5 OS=Gallus gallus GN=API5 PE=2 SV=1,Q5ZMW3
m.8870,312,24,45,26,16,12,14,-0.66,-3.4959,0,0.580239,0,Caspase-3 OS=Mesocricetus auratus GN=CASP3 PE=2 SV=1,Q60431
m.32107,309,4,5,6,9,10,7,0.715,2.1875,0,0,0.633273,Coatomer subunit epsilon OS=Cricetulus griseus GN=COPE PE=2 SV=2,Q60445
m.29247,409,0,0,0,0,1,0,0.102,0.1184,1,0.546709,0.595805,Semaphorin-5B OS=Mus musculus GN=Sema5b PE=2 SV=2,Q60519
m.5384,568,1,1,4,7,6,7,1.384,3.047,0,0,0.606197,"2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus GN=Ogdh PE=1 SV=3",Q60597
m.2370,215,2,0,0,1,1,1,-0.131,-0.1463,0.955921,0.672273,0.239896,Growth factor receptor-bound protein 2 OS=Mus musculus GN=Grb2 PE=1 SV=1,Q60631
m.8877,241,22,16,14,6,5,4,-1.115,-3.6513,0,0.579433,0,Growth factor receptor-bound protein 2 OS=Mus musculus GN=Grb2 PE=1 SV=1,Q60631
m.6527,1044,0,1,0,0,0,0,0.221,0.2456,1,0.410279,0.684484,Laminin subunit alpha-2 OS=Mus musculus GN=Lama2 PE=1 SV=2,Q60675
m.26749,345,3,0,0,0,0,0,-0.374,-0.4919,0.126245,0.670776,0.007967,Receptor-interacting serine/threonine-protein kinase 1 OS=Mus musculus GN=Ripk1 PE=1 SV=1,Q60855
m.6414,454,9,10,11,10,12,12,0.295,1.1734,0.000129,0.000003,0.699246,Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2,Q60865
m.6342,249,0,1,0,1,0,1,0.177,0.2103,1,0.453436,0.665215,Krueppel-like factor 3 OS=Mus musculus GN=Klf3 PE=1 SV=1,Q60980
m.461,891,0,1,2,8,11,7,2.103,3.6413,0,0,0.592827,Deleted in malignant brain tumors 1 protein OS=Mus musculus GN=Dmbt1 PE=1 SV=2,Q60997
m.1996,868,74,54,51,43,45,43,-0.153,-1.4201,0,0.614825,0,Lysosomal alpha-mannosidase OS=Macaca fascicularis GN=MAN2B1 PE=2 SV=1,Q60HE9
m.22518,514,6,6,10,11,9,8,0.402,1.4979,0,0,0.672642,"Histidine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Hars PE=2 SV=2",Q61035
m.30038,189,1,0,0,0,1,1,0.053,0.0598,1,0.590953,0.534652,Mitogen-activated protein kinase kinase kinase 2 OS=Mus musculus GN=Map3k2 PE=1 SV=2,Q61083
m.29003,159,5,0,0,0,0,0,-0.847,-1.1028,0.000002,0.628037,0,Mitogen-activated protein kinase kinase kinase 3 OS=Mus musculus GN=Map3k3 PE=1 SV=1,Q61084
m.7469,537,3,3,3,6,8,8,1.081,2.61,0,0,0.617927,NGFI-A-binding protein 2 OS=Mus musculus GN=Nab2 PE=1 SV=2,Q61127
m.10168,220,2,0,0,0,0,0,-0.13,-0.1633,0.937382,0.675074,0.215953,Platelet-activating factor acetylhydrolase IB subunit gamma OS=Mus musculus GN=Pafah1b3 PE=1 SV=1,Q61205
m.11265,213,12,11,27,16,15,17,0.12,0.6112,0.573098,0.033188,0.746893,Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3,Q61220
m.33958,343,1,0,3,0,0,0,-0.452,-0.569,0.048179,0.663786,0.002659,Laminin subunit beta-2 OS=Mus musculus GN=Lamb2 PE=2 SV=2,Q61292
m.27586,330,9,31,6,10,8,7,-0.46,-1.8388,0,0.602228,0,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2",Q61425
