Protein,Len,NN,NN,NN,ON,ON,ON,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot
m.29350,356,6,1,11,1,0,0,-1.718,-2.5728,0,0.604193,0,Isoaspartyl peptidase/L-asparaginase OS=Xenopus laevis GN=asrgl1 PE=2 SV=1,Q6GM78
m.2937,301,0,0,0,1,0,0,0.222,0.2465,1,0.5438,0.630632,Predicted protein OS=Nematostella vectensis GN=v1g247680 PE=4 SV=1,3283494
m.29378,194,1,2,0,3,3,1,0.813,1.2491,0.000263,0.00001,0.680122,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,4780878
m.29414,119,0,0,3,0,1,0,-0.429,-0.5553,0.021906,0.684477,0.001227,Predicted protein OS=Nematostella vectensis GN=v1g216575 PE=4 SV=1,3282232
m.29428,193,12,39,16,16,21,7,-0.208,-1.0544,0.000002,0.646348,0,Dihydrofolate reductase OS=Drosophila melanogaster GN=Dhfr PE=1 SV=3,P17719
m.2945,198,3,5,9,5,4,0,-0.324,-0.7645,0.000699,0.665542,0.000032,m.2945,
m.29450,117,11,3,10,6,5,3,-0.319,-0.9763,0.000009,0.65075,0,m.29450,
m.295,166,13,18,8,11,21,1,0.067,0.2714,1,0.518415,0.648097,40S ribosomal protein S10 OS=Spodoptera frugiperda GN=RpS10 PE=2 SV=1,Q962R9
m.29511,112,0,0,1,0,0,0,0.168,0.1953,0.999836,0.589032,0.587927,Predicted protein OS=Nematostella vectensis GN=v1g245101 PE=4 SV=1,3278559
m.29523,191,27,38,36,40,26,22,0.097,0.6784,0.529438,0.053594,0.739545,Neurocalcin homolog OS=Drosophila melanogaster GN=Nca PE=1 SV=2,P42325
m.29527,167,1,2,6,1,4,0,-0.236,-0.4231,0.122162,0.69793,0.008117,Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4,P15144
m.29546,408,0,1,4,1,1,0,-0.542,-0.6933,0.002475,0.671516,0.000121,Netrin receptor UNC5C OS=Gallus gallus GN=UNC5C PE=2 SV=1,Q7T2Z5
m.29555,128,1,5,4,1,0,3,-0.541,-0.9492,0.000017,0.652402,0.000001,m.29555,
m.29573,135,25,9,0,5,9,0,-0.627,-2.0669,0,0.611894,0,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85658 PE=4 SV=1,3676617
m.29582,292,2,1,1,2,0,0,0.205,0.2755,1,0.514023,0.65078,Ferric-chelate reductase 1 OS=Mus musculus GN=FRRS1 PE=1 SV=1,Q8K385
m.29601,249,0,1,6,5,2,1,0.223,0.435,0.999698,0.306534,0.720632,Pancreatic secretory granule membrane major glycoprotein GP2 OS=Rattus norvegicus GN=Gp2 PE=1 SV=1,P19218
m.29602,100,0,0,1,0,1,0,0.177,0.2108,1,0.576315,0.601862,Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus GN=Iqgap1 PE=1 SV=2,Q9JKF1
m.29606,138,0,5,5,2,5,4,0.252,0.5818,0.811512,0.124218,0.741539,Uncharacterized protein OS=Xenococcus sp. PCC 7305 GN=Xen7305DRAFT_00025450 PE=4 SV=1,24393482
m.29620,137,0,1,0,1,1,0,0.23,0.2523,1,0.538086,0.634885,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,4780878
m.29674,496,0,0,0,1,0,0,0.154,0.1644,1,0.611963,0.557428,m.29674,
m.297,271,7,11,8,9,5,6,-0.047,-0.1489,0.826229,0.712217,0.140425,Syntaxin-12 OS=Mus musculus GN=Stx12 PE=1 SV=1,Q9ER00
m.2970,816,2,3,0,1,0,0,-0.558,-0.7469,0.000964,0.666971,0.000045,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 OS=Xenopus laevis GN=plcd4 PE=2 SV=1",Q32NH8
m.2971,483,0,1,0,0,0,0,0.083,0.0949,1,0.652815,0.475573,Ubiquitin carboxyl-terminal hydrolase 4 OS=Rattus norvegicus GN=Usp4 PE=1 SV=1,B2GUZ1
m.29775,144,10,8,7,8,2,14,0.171,0.5661,0.847311,0.139824,0.740875,m.29775,
m.29778,253,0,0,0,0,1,0,0.202,0.2378,1,0.552143,0.624037,LWamide neuropeptides OS=Anthopleura elegantissima PE=1 SV=1,Q16992
m.29779,268,0,4,0,0,0,0,-0.552,-0.7562,0.000814,0.666212,0.000037,Predicted protein OS=Nematostella vectensis GN=v1g207081 PE=4 SV=1,3274773
m.29805,227,1,0,0,11,6,15,2.754,4.0024,0,0,0.596217,m.29805,
m.29808,242,40,34,26,16,16,30,-0.236,-1.4468,0,0.629553,0,Proteasome subunit alpha type-5 OS=Mus musculus GN=Psma5 PE=1 SV=1,Q9Z2U1
m.29813,455,1,1,1,1,2,0,0.547,0.6349,0.665434,0.080125,0.74159,26S protease regulatory subunit 4 OS=Drosophila melanogaster GN=Rpt2 PE=1 SV=2,P48601
m.29839,721,0,0,1,2,1,1,0.465,0.6179,0.715609,0.092787,0.741913,TBC1 domain family member 15 OS=Mus musculus GN=Tbc1d15 PE=1 SV=1,Q9CXF4
m.29841,260,0,0,0,0,1,0,0.223,0.2479,1,0.542431,0.631669,m.29841,
m.29844,459,0,0,5,0,2,0,-0.391,-0.6187,0.008414,0.678313,0.000442,Calcium/calmodulin-dependent protein kinase type II alpha chain OS=Drosophila melanogaster GN=CaMKII PE=1 SV=1,Q00168
m.29861,185,106,68,79,69,39,51,-0.235,-2.3119,0,0.607765,0,Trypsin-7 OS=Anopheles gambiae GN=TRYP7 PE=2 SV=2,P35041
m.29873,128,0,0,0,0,4,0,0.902,1.2981,0.000099,0.000003,0.67622,Predicted protein OS=Nematostella vectensis GN=v1g243126 PE=4 SV=1,3275002
m.29874,107,1,1,0,1,0,0,0.153,0.1733,0.999941,0.605679,0.56659,Mitotic-spindle organizing protein 1 OS=Xenopus laevis GN=mzt1 PE=3 SV=2,Q5U4M5
m.29877,913,2,9,9,7,3,3,-0.216,-0.5936,0.012405,0.680715,0.000668,E3 ubiquitin-protein ligase CBL-B-A OS=Xenopus laevis GN=cblb-a PE=2 SV=1,Q6GQL0
m.29886,169,0,1,0,0,0,0,0.225,0.2712,1,0.518628,0.647965,m.29886,
m.29888,284,11,7,9,8,6,3,-0.206,-0.6642,0.004039,0.674104,0.000203,Vesicle-associated membrane protein/synaptobrevin-binding protein OS=Aplysia californica PE=2 SV=1,Q16943
m.29890,126,0,2,0,0,0,0,-0.086,-0.1078,0.901611,0.709147,0.188163,m.29890,
m.29917,129,1,0,0,0,0,0,0.275,0.3343,1,0.444746,0.683753,"Citrate lyase subunit beta-like protein, mitochondrial OS=Rattus norvegicus GN=Clybl PE=2 SV=2",Q5I0K3
m.29952,124,2,25,6,2,6,0,-1.103,-2.8765,0,0.600481,0,m.29952,
m.29955,115,1,1,0,1,0,1,0.215,0.2536,1,0.536789,0.635822,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1,3275455
m.2997,222,2,2,0,0,0,0,-0.381,-0.5141,0.039058,0.68863,0.002289,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3",Q4LDE5
m.29970,184,2,0,0,0,0,0,-0.051,-0.0587,0.959388,0.702356,0.254241,Integral membrane protein 2C OS=Bos taurus GN=ITM2C PE=2 SV=1,A2VDN0
m.29972,1069,15,17,16,22,12,14,0.232,1.1593,0.001383,0.000056,0.68793,Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2,Q15075
m.30023,103,0,0,0,2,0,2,0.831,1.0875,0.004647,0.000206,0.694862,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1,3275455
m.30038,189,1,0,0,1,0,0,0.13,0.1473,1,0.623333,0.538968,Mitogen-activated protein kinase kinase kinase 2 OS=Mus musculus GN=Map3k2 PE=1 SV=2,Q61083
m.3004,377,12,22,7,7,8,4,-0.557,-2.1307,0,0.610699,0,Laminin subunit alpha-1 OS=Homo sapiens GN=LAMA1 PE=1 SV=2,P25391
m.3005,453,9,2,10,5,6,3,-0.186,-0.5203,0.035885,0.687999,0.002089,"Serine--pyruvate aminotransferase, mitochondrial OS=Callithrix jacchus GN=AGXT PE=2 SV=1",P31029
m.30054,147,2,0,3,0,1,2,-0.189,-0.2791,0.456726,0.710428,0.043747,Dynactin subunit 1 OS=Gallus gallus GN=DCTN1 PE=2 SV=2,P35458
m.30055,129,0,0,0,0,3,0,0.791,1.0458,0.008969,0.00042,0.699184,m.30055,
m.30077,477,2,0,2,1,0,1,-0.37,-0.4843,0.057997,0.691677,0.003524,Dynamin-1-like protein OS=Bos taurus GN=DNM1L PE=2 SV=1,Q2KIA5
m.30091,627,0,0,2,0,0,0,-0.242,-0.305,0.37911,0.70866,0.033281,BAI1-associated protein 3 OS=Mus musculus GN=Baiap3 PE=2 SV=3,Q80TT2
m.30104,442,1,4,8,7,0,5,0.186,0.4674,0.983944,0.261048,0.728343,Chymotrypsinogen B2 OS=Homo sapiens GN=CTRB2 PE=2 SV=2,Q6GPI1
m.30119,146,4,0,0,1,0,0,-0.57,-0.8015,0.000349,0.662639,0.000015,m.30119,
m.30125,128,0,0,2,2,1,0,0.242,0.342,1,0.434874,0.68737,m.30125,
m.3013,523,0,1,0,0,0,0,0.225,0.2801,1,0.509025,0.653726,4-coumarate--CoA ligase OS=Pinus taeda GN=4CL PE=2 SV=1,P41636
m.30143,172,0,0,3,0,0,0,-0.412,-0.5464,0.024895,0.685366,0.001408,Thrombospondin-2 OS=Bos taurus GN=THBS2 PE=2 SV=2,Q95116
m.30168,293,0,0,0,0,1,0,0.186,0.2181,1,0.570035,0.608118,Transcription initiation factor TFIID subunit 4 OS=Homo sapiens GN=TAF4 PE=1 SV=2,O00268
m.30171,172,0,0,0,2,0,0,0.509,0.6056,0.750129,0.102796,0.741956,m.30171,
m.30190,252,0,0,5,1,0,1,-0.736,-1.0493,0.000002,0.64662,0,Putative tyrosinase-like protein tyr-3 OS=Caenorhabditis elegans GN=tyr-3 PE=3 SV=5,Q19673
m.30203,117,17,41,21,12,3,21,-0.558,-2.6076,0,0.60374,0,60S acidic ribosomal protein P2 OS=Rhodotorula glutinis PE=1 SV=1,Q96UQ7
m.30248,266,0,2,0,4,1,5,1.168,2.0392,0,0,0.634357,Exportin-1 OS=Rattus norvegicus GN=Xpo1 PE=1 SV=1,Q80U96
m.3027,702,1,0,1,1,2,1,0.558,0.7137,0.420298,0.037615,0.736852,Ankyrin repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=ANKFY1 PE=1 SV=2,Q9P2R3
m.3029,290,2,3,2,0,2,2,-0.17,-0.2773,0.462278,0.710538,0.044564,Tumor protein p63-regulated gene 1-like protein OS=Homo sapiens GN=TPRG1L PE=1 SV=1,Q5T0D9
m.30295,390,11,8,10,17,10,1,0.21,0.794,0.215003,0.015363,0.72856,Multiple epidermal growth factor-like domains protein 6 OS=Rattus norvegicus GN=Megf6 PE=1 SV=1,O88281
m.3030,150,3,0,5,3,3,3,0.225,0.4815,0.973032,0.241797,0.731106,Tumor protein p63-regulated gene 1-like protein OS=Mus musculus GN=Tprg1l PE=1 SV=1,Q9DBS2
m.30322,115,0,1,0,0,0,0,0.239,0.2799,1,0.509243,0.653599,m.30322,
m.30333,208,0,0,0,0,1,0,0.118,0.1285,1,0.634807,0.517382,Stabilin-2 OS=Homo sapiens GN=STAB2 PE=1 SV=3,Q8WWQ8
m.3037,1596,1,1,0,1,0,2,0.496,0.6158,0.72169,0.094445,0.741932,Collagen alpha-2(I) chain OS=Lithobates catesbeiana GN=COL1A2 PE=2 SV=1,O42350
m.30386,129,0,3,0,0,0,0,-0.395,-0.5045,0.044461,0.689609,0.002636,Predicted protein OS=Nematostella vectensis GN=v1g199281 PE=4 SV=1,3268546
m.30396,488,100,83,110,89,93,92,0.164,1.9137,0,0,0.639911,Protein disulfide-isomerase A3 OS=Pongo abelii GN=PDIA3 PE=2 SV=1,Q5RDG4
m.30398,240,0,0,3,0,0,0,-0.464,-0.5595,0.020611,0.684059,0.00115,m.30398,
m.304,134,2,6,1,2,6,0,0.207,0.4447,0.996786,0.292791,0.723145,40S ribosomal protein S30 OS=Oryzias latipes GN=fau PE=3 SV=2,Q9W6Y0
m.30404,107,12,10,14,11,7,2,-0.353,-1.2631,0,0.636676,0,Huntingtin-interacting protein K OS=Mus musculus GN=Hypk PE=2 SV=2,Q9CR41
m.30436,263,2,2,0,4,9,3,1.42,2.7063,0,0,0.612275,Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1,Q5PRE5
m.30465,240,0,0,1,0,0,0,0.136,0.145,1,0.624793,0.536399,E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4 PE=1 SV=1,A2AN08
m.30492,247,12,12,5,6,6,4,-0.402,-1.2854,0,0.635767,0,Predicted protein OS=Nematostella vectensis GN=v1g109978 PE=4 SV=1,3276169
m.30496,451,0,0,0,10,0,0,1.707,2.346,0,0,0.622526,Probable adenylyltransferase/sulfurtransferase MoeZ OS=Mycobacterium tuberculosis GN=moeZ PE=1 SV=1,Q7D5X9
m.30517,248,8,10,1,4,16,2,0.374,1.1625,0.001307,0.000053,0.687636,Predicted protein OS=Nematostella vectensis GN=v1g239742 PE=4 SV=1,3269195
m.3052,140,1,2,1,0,0,1,-0.163,-0.2122,0.662908,0.71315,0.083271,Pericentriolar material 1 protein OS=Xenopus laevis GN=pcm1 PE=1 SV=1,Q9PVV4
m.30536,122,0,0,0,2,3,0,0.96,1.276,0.000155,0.000005,0.677951,m.30536,
m.3056,560,1,0,0,0,0,0,0.19,0.2038,0.999864,0.582162,0.595679,Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=2 SV=3,Q80XJ3
m.30564,140,0,3,0,0,0,0,-0.386,-0.5202,0.035935,0.688009,0.002092,Egg protein OS=Euphyllia ancora PE=2 SV=1,5376222
m.3058,258,0,0,0,0,2,5,1.284,1.7263,0,0,0.649124,m.3058,
m.306,557,1,0,0,0,0,1,0.111,0.1365,1,0.630052,0.526731,Serine/threonine-protein kinase CTR1 OS=Arabidopsis thaliana GN=CTR1 PE=1 SV=1,Q05609
m.30602,306,2,5,10,9,13,2,0.569,1.7585,0,0,0.647449,Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1,Q9Y376
m.3061,248,9,20,8,8,8,15,0.046,0.1828,0.999774,0.598688,0.576031,m.3061,
m.30614,104,0,0,0,2,0,0,0.582,0.6822,0.5175,0.051651,0.739294,Lactase-phlorizin hydrolase OS=Oryctolagus cuniculus GN=LCT PE=1 SV=1,P09849
m.30649,133,29,18,0,9,18,9,-0.063,-0.2905,0.422015,0.709689,0.03885,S-crystallin 4 OS=Enteroctopus dofleini PE=2 SV=1,P27012
m.307,487,201,48,0,66,14,163,0.214,2.4595,0,0,0.618837,Polyubiquitin OS=Cricetulus griseus PE=2 SV=2,P62976
m.3070,637,0,2,0,0,3,0,0.44,0.6193,0.711576,0.091693,0.741898,m.3070,
m.30786,151,0,1,0,2,0,0,0.499,0.6065,0.747681,0.10204,0.741958,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,4780878
m.3079,696,55,129,63,83,73,92,0.24,2.7143,0,0,0.612095,Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3,P13608
m.308,201,50,39,42,43,80,51,0.516,4.4537,0,0,0.594012,Mammalian ependymin-related protein 1 OS=Macaca fascicularis GN=EPDR1 PE=2 SV=3,Q9N0C7
m.30803,173,3,0,9,4,2,0,-0.42,-0.886,0.000065,0.656523,0.000003,Acidic mammalian chitinase OS=Bos taurus GN=CHIA PE=1 SV=1,Q95M17
m.30831,329,0,0,3,2,0,0,-0.008,-0.0111,0.988544,0.692004,0.323992,Protein glass OS=Drosophila melanogaster GN=gl PE=1 SV=2,P13360
m.3088,506,1,4,2,4,5,4,0.855,1.8387,0,0,0.64345,Putative serine protease K12H4.7 OS=Caenorhabditis elegans GN=K12H4.7 PE=3 SV=2,P34528
m.3090,880,13,14,22,25,16,11,0.293,1.4581,0.000003,0,0.664861,AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=1 SV=5,O43747
m.30917,239,2,1,3,0,4,0,0.204,0.3363,1,0.442198,0.684707,Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1,Q5VZK9
m.30927,172,66,104,135,70,51,94,-0.12,-1.412,0,0.630848,0,Glutathione S-transferase OS=Dirofilaria immitis PE=2 SV=1,P46426
m.30935,188,0,0,1,0,0,0,0.286,0.3358,1,0.442836,0.684469,m.30935,
m.30955,229,68,52,49,70,33,28,-0.027,-0.2312,0.605711,0.7127,0.070011,Uncharacterized protein C947.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBC947.09 PE=3 SV=1,O43084
m.30956,124,2,2,1,0,1,0,-0.406,-0.5029,0.045421,0.689772,0.002698,UPF0369 protein C6orf57 homolog OS=Mus musculus PE=2 SV=2,Q8BTE0
m.30957,121,1,2,0,5,0,3,1.106,1.8526,0,0,0.64278,m.30957,
m.30965,169,25,23,18,19,21,15,0.054,0.2665,1,0.523587,0.644821,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Bos taurus GN=NDUFS4 PE=1 SV=1",Q02375
m.30968,150,16,15,14,18,10,8,0.006,0.0285,0.999145,0.680169,0.382838,Calmodulin OS=Macrocystis pyrifera PE=2 SV=3,Q40302
m.30969,340,0,0,0,0,1,0,0.221,0.2393,1,0.550724,0.625193,Adenosine deaminase-like protein OS=Danio rerio GN=adal PE=2 SV=1,Q4V9P6
m.30980,429,5,12,6,12,22,13,0.95,3.4756,0,0,0.600254,26S protease regulatory subunit 6A OS=Rattus norvegicus GN=Psmc3 PE=2 SV=1,Q63569
m.30989,241,0,0,0,0,1,0,0.284,0.3144,1,0.469453,0.673688,BTB/POZ domain-containing protein KCTD4 OS=Bos taurus GN=KCTD4 PE=2 SV=1,A6H6X4
m.30990,210,0,0,0,0,1,0,0.19,0.2227,1,0.56598,0.61196,Aminopeptidase N OS=Oryctolagus cuniculus GN=ANPEP PE=1 SV=4,P15541
m.30992,121,0,0,0,0,0,2,0.521,0.6433,0.639731,0.074359,0.741324,m.30992,
m.31,135,0,0,0,1,2,0,0.553,0.6869,0.502674,0.049325,0.73897,40S ribosomal protein S24 OS=Spodoptera frugiperda GN=RpS24 PE=2 SV=1,Q962Q6
m.3106,356,1,0,0,0,0,0,0.145,0.1719,0.999941,0.606685,0.565169,DnaJ homolog subfamily B member 5 OS=Mus musculus GN=Dnajb5 PE=2 SV=1,O89114
m.31093,201,1,1,1,0,0,0,0.219,0.2435,1,0.546707,0.628388,Proteasome assembly chaperone 2 OS=Nematostella vectensis GN=psmg2 PE=3 SV=1,A7SGU6
m.3111,150,0,1,1,0,0,0,0.098,0.1107,1,0.64473,0.495733,Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus GN=Uba6 PE=1 SV=1,Q8C7R4
m.31184,221,7,16,3,2,3,0,-1.309,-2.7423,0,0.602045,0,Predicted protein OS=Nematostella vectensis GN=v1g239175 PE=4 SV=1,3268279
m.31187,410,1,0,0,1,0,0,0.217,0.2516,1,0.538782,0.634377,Peroxisomal membrane protein PEX14 OS=Rattus norvegicus GN=Pex14 PE=1 SV=1,Q642G4
m.31194,473,0,1,0,0,0,0,0.238,0.2737,1,0.515959,0.649608,Glutamyl aminopeptidase OS=Homo sapiens GN=ENPEP PE=1 SV=3,Q07075
m.3122,173,0,0,0,1,1,0,0.258,0.2758,1,0.5137,0.650974,Contactin-associated protein-like 2 OS=Pongo abelii GN=CNTNAP2 PE=2 SV=1,Q5RD64
m.3128,439,19,19,11,4,6,8,-0.78,-2.7587,0,0.601846,0,Iron/zinc purple acid phosphatase-like protein OS=Danio rerio GN=papl PE=2 SV=1,A5D6U8
m.3130,1155,8,4,5,5,5,4,0.038,0.0987,1,0.650931,0.4805,Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens GN=ATP2B3 PE=1 SV=3,Q16720
m.31300,423,17,22,11,14,11,11,-0.095,-0.46,0.07884,0.694171,0.004949,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Acads PE=1 SV=2",P15651
m.31370,689,0,0,0,2,1,5,1.286,1.8762,0,0,0.641658,Cytosolic phospholipase A2 OS=Xenopus tropicalis GN=pla2g4a PE=2 SV=1,B1WAZ6
m.31435,113,8,2,0,11,5,4,0.872,2.3235,0,0,0.623304,Macrophage migration inhibitory factor homolog OS=Trichuris trichiura PE=1 SV=2,P81748
m.31437,438,4,6,1,3,7,2,0.339,0.7967,0.20953,0.014876,0.728248,m.31437,
m.31443,176,1,0,0,6,6,0,1.674,2.5026,0,0,0.617544,Guanine deaminase OS=Bacillus subtilis (strain 168) GN=guaD PE=1 SV=1,O34598
m.31460,197,0,0,0,2,1,1,0.53,0.6652,0.571165,0.060794,0.740332,Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1,Q8CG08
m.31499,110,0,3,2,0,0,0,-0.569,-0.7725,0.000603,0.664903,0.000027,m.31499,
m.31506,166,1,0,3,1,1,1,-0.407,-0.5147,0.038741,0.688569,0.002269,Prolyl-tRNA synthetase associated domain-containing protein 1 OS=Mus musculus GN=Prorsd1 PE=2 SV=1,Q9D820
m.3151,234,0,0,0,0,0,2,0.543,0.6775,0.532295,0.054063,0.739603,m.3151,
m.31523,600,0,1,0,0,0,0,0.225,0.2515,1,0.538881,0.634305,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2,Q96RW7
m.3153,509,33,36,4,0,5,0,-2.204,-5.2,0,0.591987,0,Pantetheinase OS=Sus scrofa GN=VNN1 PE=2 SV=1,Q9BDJ5
m.31539,379,9,10,3,5,11,0,-0.039,-0.1155,0.889427,0.709891,0.17863,Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2,Q967D7
m.31542,149,7,5,4,5,0,4,-0.248,-0.6065,0.010177,0.679474,0.000541,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1,3275455
m.31564,208,1,1,0,0,0,0,0.115,0.1239,1,0.637457,0.511898,m.31564,
m.31593,374,0,0,0,0,1,0,0.217,0.2559,1,0.534478,0.637467,cAMP-dependent protein kinase type II regulatory subunit OS=Strongylocentrotus purpuratus PE=2 SV=1,Q26619
m.316,240,13,18,21,15,7,13,-0.176,-0.7827,0.000498,0.664097,0.000022,Glutathione S-transferase omega-1 OS=Mus musculus GN=Gsto1 PE=2 SV=2,O09131
m.31603,496,0,12,5,8,11,0,0.348,1.093,0.00425,0.000187,0.694308,Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1,Q9UBC2
m.31623,358,10,38,26,9,9,16,-0.56,-2.8132,0,0.601201,0,"GDP-mannose 4,6 dehydratase OS=Mus musculus GN=Gmds PE=2 SV=1",Q8K0C9
m.31625,195,5,3,9,13,8,11,0.864,2.6663,0,0,0.613202,Guanylate kinase OS=Mus musculus GN=Guk1 PE=1 SV=2,Q64520
m.3167,409,3,13,3,1,4,0,-0.984,-2.1407,0,0.61052,0,Predicted protein OS=Nematostella vectensis GN=v1g243852 PE=4 SV=1,3276328
m.31712,115,9,3,7,41,25,2,1.517,5.8259,0,0,0.590823,60S ribosomal protein L23 OS=Rattus norvegicus GN=Rpl23 PE=2 SV=1,P62832
m.3172,280,10,19,4,13,8,8,0.115,0.4354,0.999636,0.305966,0.720739,Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1,Q9H0E2
m.31748,138,9,6,7,8,3,3,-0.223,-0.6572,0.004533,0.674739,0.000229,Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1,Q9NQP4
m.3177,109,0,0,0,1,0,0,0.22,0.241,1,0.549106,0.626494,Glutaredoxin-C8 OS=Oryza sativa subsp. japonica GN=GRXC8 PE=2 SV=2,Q0DAE4
m.31778,137,0,1,0,0,0,0,0.123,0.138,1,0.62914,0.528457,m.31778,
m.31795,248,1,0,0,0,0,0,0.196,0.2297,1,0.559667,0.617659,Intraflagellar transport protein 43 homolog A OS=Salmo salar GN=ift43a PE=2 SV=1,B5XBI1
m.31844,139,0,0,0,0,2,0,0.49,0.5997,0.766059,0.107854,0.741916,A disintegrin and metalloproteinase with thrombospondin motifs 18 OS=Mus musculus GN=Adamts18 PE=2 SV=2,Q4VC17
m.3187,131,11,25,11,7,14,2,-0.513,-2.0623,0,0.611984,0,m.3187,
m.31925,182,0,1,2,0,0,0,-0.116,-0.1434,0.83779,0.71193,0.146347,A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Homo sapiens GN=ADAMTS7 PE=1 SV=2,Q9UKP4
m.31928,455,0,1,0,1,1,0,0.11,0.1289,1,0.634573,0.517855,m.31928,
m.31948,99,0,0,0,0,2,0,0.491,0.5896,0.792243,0.116899,0.741751,m.31948,
m.31958,263,9,7,6,7,9,0,-0.039,-0.131,0.862218,0.711148,0.160242,"ES1 protein homolog, mitochondrial OS=Rattus norvegicus PE=1 SV=2",P56571
m.31973,143,1,0,0,0,0,0,0.206,0.2269,1,0.562213,0.615401,m.31973,
m.31989,241,19,30,26,21,12,17,-0.175,-0.9624,0.000013,0.651589,0,Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4,P30040
m.32004,521,8,13,16,20,15,11,0.457,1.9749,0,0,0.63715,Phenylalanine--tRNA ligase alpha subunit OS=Danio rerio GN=farsa PE=2 SV=2,Q1JPX3
m.32071,562,15,16,7,12,12,5,-0.052,-0.2119,0.663784,0.713155,0.083495,Alpha-adducin OS=Rattus norvegicus GN=Add1 PE=2 SV=2,Q63028
m.32074,263,0,0,3,0,0,0,-0.43,-0.5095,0.04157,0.689098,0.00245,Uridine-cytidine kinase 2-A OS=Danio rerio GN=uck2a PE=2 SV=1,Q7SYM0
m.32095,297,0,5,0,1,2,2,-0.149,-0.2442,0.565481,0.712233,0.061908,m.32095,
m.321,419,4,5,4,3,0,0,-0.8,-1.4236,0,0.630414,0,Signal transducing adapter molecule 2 OS=Homo sapiens GN=STAM2 PE=1 SV=1,O75886
m.32107,309,4,5,6,11,7,12,0.942,2.8465,0,0,0.609369,Coatomer subunit epsilon OS=Cricetulus griseus GN=COPE PE=2 SV=2,Q60445
m.32114,195,1,2,1,5,4,2,1.282,2.1731,0,0,0.628881,Farnesyl pyrophosphate synthase OS=Gallus gallus GN=FDPS PE=1 SV=2,P08836
m.32141,184,0,0,0,1,2,0,0.555,0.6725,0.548082,0.056725,0.739913,Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3,P22105
m.32148,101,0,1,2,0,0,1,-0.095,-0.1102,0.897873,0.709388,0.185164,m.32148,
m.32183,330,0,5,1,0,1,1,-0.717,-0.9311,0.000025,0.653544,0.000001,Tektin-1 OS=Homo sapiens GN=TEKT1 PE=2 SV=1,Q969V4
m.32194,430,0,3,2,0,4,1,0.214,0.374,1,0.392239,0.70087,Predicted protein OS=Nematostella vectensis GN=v1g246919 PE=4 SV=1,3282005
m.3220,414,2,8,10,9,18,11,0.869,2.9851,0,0,0.606906,Hydroxysteroid dehydrogenase-like protein 2 OS=Danio rerio GN=hsdl2 PE=2 SV=1,Q6P5L8
m.32200,195,0,3,3,0,0,0,-0.747,-0.9894,0.000007,0.649975,0,Neuropilin-2 OS=Homo sapiens GN=NRP2 PE=1 SV=2,O60462
