Protein,Len,ON,ON,ON,OO,OO,OO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot_updated
m.28520,237,3,1,0,6,5,5,1.168,2.1833,0,0,0.627732,m.28520,
m.2853,518,6,6,4,5,6,5,-0.077,-0.2138,1,0.617523,0.54038,Sorting nexin-8 OS=Homo sapiens GN=SNX8 PE=1 SV=1,Q9Y5X2
m.28530,235,0,0,0,0,0,0,-0.095,-0.1037,1,0.530343,0.645161,Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1,O95373
m.28534,505,32,26,7,22,27,23,0.025,0.1398,0.993929,0.218647,0.74634,Kielin/chordin-like protein OS=Xenopus laevis GN=kcp PE=2 SV=1,Q9IBG7
m.28537,125,7,5,3,11,9,9,0.603,1.896,0,0,0.637147,Prefoldin subunit 1 OS=Bos taurus GN=PFDN1 PE=2 SV=1,Q3SZE2
m.28546,235,71,44,56,48,49,46,-0.26,-2.2291,0,0.610997,0,Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2,A6NMZ7
m.2856,532,55,36,28,53,60,62,0.316,2.7345,0,0,0.612948,Putative glycerol kinase 3 OS=Homo sapiens GN=GK3P PE=5 SV=2,Q14409
m.28573,125,25,6,0,1,0,1,-2.576,-3.7866,0,0.595375,0,m.28573,
m.2860,768,42,27,34,70,76,71,0.676,5.6513,0,0,0.589755,Neural cell adhesion molecule 1 OS=Gallus gallus GN=NCAM1 PE=1 SV=3,P13590
m.28601,246,1,0,0,0,0,0,-0.136,-0.1557,1,0.576631,0.601595,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,Q8N6F8
m.28602,164,0,0,0,0,0,0,-0.145,-0.1654,1,0.584225,0.592319,m.28602,
m.28620,138,0,0,0,0,0,0,-0.159,-0.1865,1,0.599661,0.570841,Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus GN=Uba6 PE=1 SV=1,Q8C7R4
m.28644,209,1,2,1,0,0,0,-0.454,-0.5781,0.573956,0.699992,0.073026,Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens GN=TMED7 PE=1 SV=2,Q9Y3B3
m.28660,126,0,0,0,0,0,0,-0.13,-0.145,1,0.567882,0.611396,m.28660,
m.28687,461,0,0,1,0,0,0,-0.079,-0.0914,1,0.51799,0.654028,Hexokinase-3 OS=Rattus norvegicus GN=Hk3 PE=2 SV=1,P27926
m.28742,295,22,16,8,25,21,23,0.328,1.7079,0,0,0.644691,Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1,4941088
m.2877,192,0,1,0,0,0,0,-0.119,-0.1299,1,0.554857,0.624477,L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2,Q8N0W3
m.28770,229,3,9,8,5,6,3,-0.439,-1.2612,0.000033,0.645702,0.000001,C-factor OS=Myxococcus xanthus GN=csgA PE=1 SV=1,P21158
m.28774,853,0,0,0,3,3,2,0.989,1.4757,0,0,0.657589,Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus GN=Eif3c PE=1 SV=1,Q8R1B4
m.28775,138,7,3,3,8,6,6,0.369,1.0094,0.00002,0.000001,0.693156,Aldehyde dehydrogenase family 16 member A1 OS=Mus musculus GN=Aldh16a1 PE=2 SV=2,Q571I9
m.28777,363,0,4,0,1,0,0,-0.841,-1.2137,0.00009,0.648478,0.000004,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,K1QX02
m.2878,281,43,21,32,40,45,38,0.189,1.424,0,0,0.661079,m.2878,
m.288,547,3,0,0,0,0,0,-0.653,-0.816,0.066139,0.679829,0.004482,Transportin-1 OS=Bos taurus GN=TNPO1 PE=1 SV=2,Q3SYU7
m.2882,499,0,0,0,0,0,0,-0.11,-0.1335,1,0.558035,0.621438,"Beta,beta-carotene 15,15_-monooxygenase OS=Gallus gallus GN=BCMO1 PE=1 SV=1",Q9I993
m.28820,245,32,27,27,44,38,36,0.247,1.8828,0,0,0.63762,"GTP:AMP phosphotransferase AK3, mitochondrial OS=Homo sapiens GN=AK3 PE=1 SV=4",Q9UIJ7
m.28880,200,0,2,0,0,0,1,-0.428,-0.5199,0.74701,0.700661,0.121346,m.28880,
m.2894,181,0,0,1,0,0,0,-0.087,-0.0954,1,0.522066,0.651202,"HIG1 domain family member 2A, mitochondrial OS=Homo sapiens GN=HIGD2A PE=1 SV=1",Q9BW72
m.28970,155,0,0,0,0,0,0,-0.136,-0.1553,1,0.576311,0.601969,m.28970,
m.28999,107,4,4,0,8,8,9,0.963,2.4577,0,0,0.619594,m.28999,
m.29,104,20,9,38,16,18,22,-0.256,-1.3862,0.000002,0.639155,0,Peptidyl-prolyl cis-trans isomerase CYP19-1 OS=Arabidopsis thaliana GN=CYP19-1 PE=1 SV=1,Q38900
m.29003,159,0,0,0,0,0,0,-0.167,-0.1919,1,0.603379,0.565055,Mitogen-activated protein kinase kinase kinase 3 OS=Mus musculus GN=Map3k3 PE=1 SV=1,Q61084
m.2908,2325,3,6,0,2,0,1,-1.099,-1.6764,0,0.627328,0,m.2908,
m.29084,160,0,0,0,4,4,2,1.173,1.7069,0,0,0.644737,m.29084,
m.29115,136,2,0,0,0,0,0,-0.474,-0.6215,0.438959,0.697717,0.047744,Predicted protein OS=Nematostella vectensis GN=v1g239078 PE=4 SV=1,3268118
m.29128,214,0,0,0,1,0,0,-0.059,-0.0719,1,0.497309,0.667043,m.29128,
m.29136,123,9,0,4,5,7,8,0.269,0.7635,0.002863,0.000096,0.715407,m.29136,
m.29137,625,2,1,3,0,1,1,-0.855,-1.1195,0.000585,0.654496,0.000026,Predicted protein OS=Nematostella vectensis GN=v1g243188 PE=4 SV=1,3275113
m.29142,223,9,2,1,15,11,10,1.048,3.4021,0,0,0.601805,Uncharacterized protein OS=Crassostrea gigas GN=CGI_10009549 PE=4 SV=1,4765919
m.29147,109,0,0,0,0,0,0,-0.209,-0.2104,1,0.615423,0.544337,m.29147,
m.2915,419,0,0,0,0,0,0,-0.06,-0.0713,1,0.496652,0.667424,Uncharacterized protein YMR196W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR196W PE=1 SV=1,Q04336
m.29180,138,0,1,0,0,0,0,-0.106,-0.1194,1,0.545326,0.633067,Biogenesis of lysosome-related organelles complex 1 subunit 1 OS=Xenopus tropicalis GN=bloc1s1 PE=2 SV=1,Q0VFD8
m.29182,126,0,0,0,1,0,0,-0.112,-0.1314,0.999965,0.556186,0.623217,Transcription initiation factor TFIID subunit 6 OS=Homo sapiens GN=TAF6 PE=1 SV=1,P49848
m.29183,293,0,0,0,0,0,0,-0.121,-0.1371,1,0.561167,0.618349,Lysine-specific demethylase 8 OS=Danio rerio GN=kdm8 PE=2 SV=1,A8E534
m.29199,285,0,0,0,2,1,1,0.274,0.3205,0.63683,0.051889,0.757333,Receptor-type tyrosine-protein phosphatase F OS=Danio rerio GN=ptprf PE=2 SV=1,A4IFW2
m.29201,116,1,3,0,1,2,4,0.326,0.5434,0.081635,0.003493,0.738548,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g134593 PE=4 SV=1,3283569
m.29219,277,35,30,49,39,42,38,-0.023,-0.1727,1,0.589732,0.585091,14-3-3 protein zeta OS=Aedes aegypti GN=14-3-3zeta PE=2 SV=1,Q1HR36
m.29240,253,13,13,10,15,12,12,0.008,0.035,1,0.363141,0.718957,3-hydroxybutyrate dehydrogenase type 2 OS=Lithobates catesbeiana GN=bdh2 PE=2 SV=1,C1C4R8
m.29247,409,1,2,0,0,1,0,-0.432,-0.5331,0.710224,0.7008,0.108834,Semaphorin-5B OS=Mus musculus GN=Sema5b PE=2 SV=2,Q60519
m.29249,121,4,0,1,6,2,3,0.571,1.1032,0.000002,0,0.685486,m.29249,
m.2928,364,5,5,0,4,3,5,-0.021,-0.0511,1,0.473804,0.679593,Teneurin-1 OS=Caenorhabditis elegans GN=ten-1 PE=1 SV=1,G5EGQ6
m.29291,227,0,3,1,1,0,0,-0.662,-0.8907,0.024897,0.672666,0.001485,C-type mannose receptor 2 OS=Mus musculus GN=Mrc2 PE=1 SV=3,Q64449
m.29299,328,16,9,17,10,12,12,-0.272,-1.1657,0.000239,0.651455,0.00001,Dickkopf-related protein 3 OS=Mus musculus GN=Dkk3 PE=2 SV=1,Q9QUN9
m.29336,387,0,0,0,0,0,0,-0.098,-0.1096,1,0.536076,0.640719,m.29336,
m.29343,368,1,4,0,5,4,3,0.667,1.389,0,0,0.663548,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1",P0C6B8
m.29350,356,1,0,0,1,1,1,-0.157,-0.1799,1,0.59499,0.577752,Isoaspartyl peptidase/L-asparaginase OS=Xenopus laevis GN=asrgl1 PE=2 SV=1,Q6GM78
m.2936,227,0,0,0,0,0,1,-0.083,-0.0958,1,0.522471,0.650916,Ubiquitin carboxyl-terminal hydrolase 4 OS=Bos taurus GN=USP4 PE=2 SV=1,A6QR55
m.2937,301,1,0,0,0,0,0,-0.095,-0.107,1,0.533565,0.642691,Predicted protein OS=Nematostella vectensis GN=v1g247680 PE=4 SV=1,3283494
m.29378,194,3,3,1,1,1,1,-1.012,-1.3786,0.000002,0.639523,0,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,K1QX02
m.29414,119,0,1,0,1,0,0,-0.139,-0.1615,1,0.58121,0.596093,Predicted protein OS=Nematostella vectensis GN=v1g216575 PE=4 SV=1,3282232
m.29428,193,16,21,7,29,28,29,0.578,3.1079,0,0,0.60601,Dihydrofolate reductase OS=Drosophila melanogaster GN=Dhfr PE=1 SV=3,P17719
m.29431,334,0,0,0,0,0,0,-0.141,-0.1703,1,0.587941,0.587491,Zinc metalloproteinase nas-15 OS=Caenorhabditis elegans GN=nas-15 PE=2 SV=2,P55115
m.2945,198,5,4,0,6,2,4,0.126,0.2902,0.732359,0.069384,0.757973,m.2945,
m.29450,117,6,5,3,0,1,2,-1.398,-2.4075,0,0.607597,0,m.29450,
m.29493,482,0,0,0,2,0,0,0.192,0.2379,0.866989,0.109428,0.757043,Uncharacterized protein OS=Strigamia maritima PE=4 SV=1,5531126
m.295,166,11,21,1,4,5,2,-1.193,-3.283,0,0.598285,0,40S ribosomal protein S10 OS=Spodoptera frugiperda GN=RpS10 PE=2 SV=1,Q962R9
m.29511,112,0,0,0,0,0,0,-0.154,-0.1824,1,0.596775,0.575154,Predicted protein OS=Nematostella vectensis GN=v1g245101 PE=4 SV=1,3278559
m.29523,191,40,26,22,32,33,32,0.026,0.1848,0.954542,0.163458,0.75288,Neurocalcin homolog OS=Drosophila melanogaster GN=Nca PE=1 SV=2,P42325
m.29527,167,1,4,0,2,4,3,0.332,0.5837,0.047907,0.001937,0.734184,Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4,P15144
m.29546,408,1,1,0,0,1,0,-0.083,-0.0924,1,0.519015,0.653326,Netrin receptor UNC5C OS=Gallus gallus GN=UNC5C PE=2 SV=1,Q7T2Z5
m.29555,128,1,0,3,1,0,0,-0.63,-0.8202,0.06281,0.679414,0.004224,m.29555,
m.29573,135,5,9,0,3,7,7,0.04,0.1149,0.999971,0.251926,0.741414,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85658 PE=4 SV=1,3676617
m.29582,292,2,0,0,4,6,3,1.196,2.1054,0,0,0.630184,Ferric-chelate reductase 1 OS=Mus musculus GN=FRRS1 PE=1 SV=1,Q8K385
m.29599,227,0,0,0,0,0,0,-0.179,-0.1987,1,0.607929,0.557601,Dynactin subunit 1 OS=Gallus gallus GN=DCTN1 PE=2 SV=2,P35458
m.29601,249,5,2,1,4,2,2,-0.085,-0.1664,1,0.58499,0.591341,Pancreatic secretory granule membrane major glycoprotein GP2 OS=Rattus norvegicus GN=Gp2 PE=1 SV=1,P19218
m.29602,100,0,1,0,0,0,0,-0.131,-0.1532,1,0.574622,0.603924,Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus GN=Iqgap1 PE=1 SV=2,Q9JKF1
m.29606,138,2,5,4,0,0,0,-1.466,-2.0571,0,0.615415,0,Uncharacterized protein OS=Xenococcus sp. PCC 7305 GN=Xen7305DRAFT_00025450 PE=4 SV=1,24393482
m.29620,137,1,1,0,3,3,1,0.825,1.1099,0.000002,0,0.684948,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,K1QX02
m.29674,496,1,0,0,0,0,0,-0.161,-0.1728,1,0.589806,0.58499,m.29674,
m.297,271,9,5,6,9,7,8,0.102,0.3219,0.632189,0.051174,0.757285,Syntaxin-12 OS=Mus musculus GN=Stx12 PE=1 SV=1,Q9ER00
m.2970,816,1,0,0,10,11,9,2.279,3.7573,0,0,0.598236,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 OS=Xenopus laevis GN=plcd4 PE=2 SV=1",Q32NH8
m.2971,483,0,0,0,0,0,0,-0.184,-0.2086,1,0.614298,0.546414,Ubiquitin carboxyl-terminal hydrolase 4 OS=Rattus norvegicus GN=Usp4 PE=1 SV=1,B2GUZ1
m.29746,242,0,0,0,0,0,1,-0.121,-0.1428,1,0.566034,0.613357,Toll-like receptor 2 OS=Macaca mulatta GN=TLR2 PE=2 SV=1,B3Y618
m.29775,144,8,2,14,5,3,6,-0.633,-1.8109,0,0.622868,0,m.29775,
m.29778,253,0,1,0,2,0,0,0.23,0.2909,0.730233,0.068935,0.757967,LWamide neuropeptides OS=Anthopleura elegantissima PE=1 SV=1,Q16992
m.29779,268,0,0,0,0,0,0,-0.158,-0.1817,1,0.596277,0.575884,Predicted protein OS=Nematostella vectensis GN=v1g207081 PE=4 SV=1,3274773
m.298,454,0,0,0,0,0,0,-0.161,-0.1894,1,0.601669,0.567748,Delta(5) fatty acid desaturase OS=Mortierella alpina GN=DES1 PE=2 SV=1,O74212
m.29805,227,11,6,15,1,0,1,-2.576,-4.1244,0,0.593801,0,m.29805,
m.29808,242,16,16,30,23,22,23,0.025,0.144,0.991341,0.213196,0.747078,Proteasome subunit alpha type-5 OS=Mus musculus GN=Psma5 PE=1 SV=1,Q9Z2U1
m.29813,455,1,2,0,1,0,1,-0.418,-0.4796,0.84486,0.698978,0.165226,26S protease regulatory subunit 4 OS=Drosophila melanogaster GN=Rpt2 PE=1 SV=2,P48601
m.29835,460,0,0,0,29,39,53,3.759,3.9155,0,0,0.596958,Tubulin beta chain OS=Paracentrotus lividus PE=2 SV=1,P11833
m.29839,721,2,1,1,2,2,1,0.122,0.1795,0.960671,0.169553,0.752261,TBC1 domain family member 15 OS=Mus musculus GN=Tbc1d15 PE=1 SV=1,Q9CXF4
m.29841,260,0,1,0,0,0,0,-0.052,-0.0582,1,0.481991,0.675458,m.29841,
m.29844,459,0,2,0,0,0,0,-0.443,-0.5408,0.687941,0.700796,0.101963,Calcium/calmodulin-dependent protein kinase type II alpha chain OS=Drosophila melanogaster GN=CaMKII PE=1 SV=1,Q00168
m.29861,185,69,39,51,58,60,64,0.061,0.5556,0.069765,0.002931,0.73723,Trypsin-7 OS=Anopheles gambiae GN=TRYP7 PE=2 SV=2,P35041
m.29873,128,0,4,0,0,1,0,-0.918,-1.2432,0.000048,0.646734,0.000002,Predicted protein OS=Nematostella vectensis GN=v1g243126 PE=4 SV=1,3275002
m.29874,107,1,0,0,0,0,0,-0.113,-0.1251,1,0.550548,0.628455,Mitotic-spindle organizing protein 1 OS=Xenopus laevis GN=mzt1 PE=3 SV=2,Q5U4M5
m.29877,913,7,3,3,8,9,6,0.513,1.3784,0,0,0.66431,E3 ubiquitin-protein ligase CBL-B-A OS=Xenopus laevis GN=cblb-a PE=2 SV=1,Q6GQL0
m.29886,169,0,0,0,0,0,0,-0.084,-0.1029,1,0.529556,0.645753,m.29886,
m.29888,284,8,6,3,13,11,13,0.747,2.4896,0,0,0.618738,Vesicle-associated membrane protein/synaptobrevin-binding protein OS=Aplysia californica PE=2 SV=1,Q16943
m.29890,126,0,0,0,0,0,0,-0.1,-0.1183,1,0.544305,0.633943,m.29890,
m.29917,129,0,0,0,0,0,0,-0.024,-0.0292,1,0.447529,0.691422,"Citrate lyase subunit beta-like protein, mitochondrial OS=Rattus norvegicus GN=Clybl PE=2 SV=2",Q5I0K3
m.2995,906,0,0,0,0,0,0,-0.019,-0.0215,1,0.437944,0.695265,Acetyl-CoA carboxylase OS=Gallus gallus GN=ACAC PE=1 SV=1,P11029
m.29952,124,2,6,0,3,3,3,-0.075,-0.1563,1,0.577111,0.601032,m.29952,
m.29955,115,1,0,1,0,0,0,-0.098,-0.1141,1,0.540367,0.637248,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1,3275455
m.29969,216,0,0,0,0,0,0,-0.161,-0.1947,1,0.60527,0.562008,CAD protein OS=Drosophila melanogaster GN=r PE=1 SV=3,P05990
m.2997,222,0,0,0,0,0,0,-0.146,-0.1751,1,0.591503,0.582667,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3",Q4LDE5
m.29970,184,0,0,0,0,0,0,-0.065,-0.0697,1,0.494893,0.668434,Integral membrane protein 2C OS=Bos taurus GN=ITM2C PE=2 SV=1,A2VDN0
m.29972,1069,22,12,14,25,28,31,0.484,2.7155,0,0,0.613355,Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2,Q15075
m.30023,103,2,0,2,2,1,2,-0.025,-0.0394,1,0.459954,0.686082,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1,3275455
m.30038,189,1,0,0,0,1,1,-0.11,-0.122,1,0.547723,0.630978,Mitogen-activated protein kinase kinase kinase 2 OS=Mus musculus GN=Map3k2 PE=1 SV=2,Q61083
m.3004,377,7,8,4,7,5,7,-0.07,-0.2093,1,0.614737,0.545608,Laminin subunit alpha-1 OS=Homo sapiens GN=LAMA1 PE=1 SV=2,P25391
m.3005,453,5,6,3,30,35,41,1.946,7.052,0,0,0.58848,"Serine--pyruvate aminotransferase, mitochondrial OS=Callithrix jacchus GN=AGXT PE=2 SV=1",P31029
m.30054,147,0,1,2,3,2,1,0.404,0.5926,0.042363,0.001693,0.733219,Dynactin subunit 1 OS=Gallus gallus GN=DCTN1 PE=2 SV=2,P35458
m.30055,129,0,3,0,0,0,0,-0.65,-0.8627,0.036432,0.67529,0.002275,m.30055,
m.30077,477,1,0,1,2,1,1,0.227,0.296,0.714915,0.065728,0.757911,Dynamin-1-like protein OS=Bos taurus GN=DNM1L PE=2 SV=1,Q2KIA5
m.30091,627,0,0,0,2,2,1,0.375,0.5267,0.100599,0.004419,0.740344,BAI1-associated protein 3 OS=Mus musculus GN=Baiap3 PE=2 SV=3,Q80TT2
m.30104,442,7,0,5,6,7,6,0.301,0.809,0.001261,0.000041,0.710992,Chymotrypsinogen B2 OS=Homo sapiens GN=CTRB2 PE=2 SV=2,Q6GPI1
m.30119,146,1,0,0,4,5,5,1.571,2.3884,0,0,0.621534,m.30119,
m.30125,128,2,1,0,4,2,3,0.822,1.345,0,0,0.666751,m.30125,
m.3013,523,0,0,0,1,0,0,-0.066,-0.08,1,0.506062,0.661788,4-coumarate--CoA ligase OS=Pinus taeda GN=4CL PE=2 SV=1,P41636
m.30143,172,0,0,0,1,0,0,-0.153,-0.185,1,0.598611,0.572427,Thrombospondin-2 OS=Bos taurus GN=THBS2 PE=2 SV=2,Q95116
m.30168,293,0,1,0,0,0,0,-0.093,-0.1095,1,0.53598,0.640795,Transcription initiation factor TFIID subunit 4 OS=Homo sapiens GN=TAF4 PE=1 SV=2,O00268
m.30171,172,2,0,0,0,1,0,-0.438,-0.5332,0.70994,0.7008,0.108743,m.30171,
m.30190,252,1,0,1,0,0,0,-0.115,-0.1366,1,0.560735,0.618781,Putative tyrosinase-like protein tyr-3 OS=Caenorhabditis elegans GN=tyr-3 PE=3 SV=5,Q19673
m.302,408,0,0,0,0,0,0,-0.078,-0.0841,1,0.510405,0.659047,Epsilon-sarcoglycan OS=Mus musculus GN=Sgce PE=2 SV=2,O70258
m.30203,117,12,3,21,24,26,25,0.67,3.254,0,0,0.603779,60S acidic ribosomal protein P2 OS=Rhodotorula glutinis PE=1 SV=1,Q96UQ7
m.30248,266,4,1,5,3,1,2,-0.605,-1.1536,0.000304,0.652234,0.000013,Exportin-1 OS=Rattus norvegicus GN=Xpo1 PE=1 SV=1,Q80U96
m.3027,702,1,2,1,0,0,0,-0.368,-0.4426,0.912613,0.695514,0.212531,Ankyrin repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=ANKFY1 PE=1 SV=2,Q9P2R3
m.3029,290,0,2,2,0,0,1,-0.639,-0.7961,0.083991,0.681808,0.005906,Tumor protein p63-regulated gene 1-like protein OS=Homo sapiens GN=TPRG1L PE=1 SV=1,Q5T0D9
m.30295,390,17,10,1,17,20,19,0.642,2.7601,0,0,0.612408,Multiple epidermal growth factor-like domains protein 6 OS=Rattus norvegicus GN=Megf6 PE=1 SV=1,O88281
m.3030,150,3,3,3,3,3,3,-0.069,-0.1511,1,0.572918,0.605863,Tumor protein p63-regulated gene 1-like protein OS=Mus musculus GN=Tprg1l PE=1 SV=1,Q9DBS2
m.30322,115,0,0,0,0,0,0,-0.05,-0.059,1,0.482903,0.674983,m.30322,
m.30333,208,0,1,0,0,0,0,-0.189,-0.2172,1,0.619589,0.536375,Stabilin-2 OS=Homo sapiens GN=STAB2 PE=1 SV=3,Q8WWQ8
m.3037,1596,1,0,2,3,2,3,0.662,0.9914,0.000031,0.000001,0.694667,Collagen alpha-2(I) chain OS=Lithobates catesbeiana GN=COL1A2 PE=2 SV=1,O42350
m.30370,484,0,0,0,0,0,1,-0.145,-0.1591,1,0.57933,0.598385,U4/U6 small nuclear ribonucleoprotein Prp31 OS=Danio rerio GN=prpf31 PE=2 SV=1,Q7SXM7
m.30386,129,0,0,0,0,0,0,-0.097,-0.1051,1,0.531715,0.644118,Predicted protein OS=Nematostella vectensis GN=v1g199281 PE=4 SV=1,3268546
m.30396,488,89,93,92,107,110,114,0.124,1.4647,0,0,0.658315,Protein disulfide-isomerase A3 OS=Pongo abelii GN=PDIA3 PE=2 SV=1,Q5RDG4
m.30398,240,0,0,0,0,0,0,-0.177,-0.2005,1,0.60911,0.555597,m.30398,
m.304,134,2,6,0,8,8,9,0.984,2.4989,0,0,0.618494,40S ribosomal protein S30 OS=Oryzias latipes GN=fau PE=3 SV=2,Q9W6Y0
m.30404,107,11,7,2,10,11,11,0.395,1.4464,0,0,0.659543,Huntingtin-interacting protein K OS=Mus musculus GN=Hypk PE=2 SV=2,Q9CR41
m.30436,263,4,9,3,6,6,4,-0.082,-0.23,1,0.62706,0.52089,Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1,Q5PRE5
m.30465,240,0,0,0,1,0,1,-0.158,-0.1783,1,0.593836,0.579401,E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4 PE=1 SV=1,A2AN08
m.30477,155,0,0,0,0,0,0,-0.135,-0.1485,1,0.570787,0.60824,Solute carrier family 35 member E1 OS=Mus musculus GN=Slc35e1 PE=2 SV=2,Q8CD26
m.30492,247,6,6,4,11,12,11,0.684,2.2245,0,0,0.626452,Predicted protein OS=Nematostella vectensis GN=v1g109978 PE=4 SV=1,3276169
m.30496,451,10,0,0,21,14,10,1.283,3.6352,0,0,0.599311,Probable adenylyltransferase/sulfurtransferase MoeZ OS=Mycobacterium tuberculosis GN=moeZ PE=1 SV=1,Q7D5X9
m.30517,248,4,16,2,7,4,5,-0.403,-1.2486,0.000043,0.646422,0.000002,Predicted protein OS=Nematostella vectensis GN=v1g239742 PE=4 SV=1,3269195
m.3052,140,0,0,1,2,1,0,0.191,0.2401,0.862147,0.107479,0.757141,Pericentriolar material 1 protein OS=Xenopus laevis GN=pcm1 PE=1 SV=1,Q9PVV4
m.30536,122,2,3,0,5,5,4,0.819,1.6355,0,0,0.648216,m.30536,
m.3056,560,0,0,0,1,3,3,0.833,1.1047,0.000002,0,0.685365,Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=2 SV=3,Q80XJ3
m.30564,140,0,0,0,0,0,0,-0.098,-0.118,1,0.544026,0.634181,Egg protein OS=Euphyllia ancora PE=2 SV=1,R9WTR7
m.3058,258,0,2,5,0,0,0,-1.18,-1.6211,0,0.629303,0,m.3058,
m.306,557,0,0,1,0,0,0,-0.154,-0.1835,1,0.597555,0.574004,Serine/threonine-protein kinase CTR1 OS=Arabidopsis thaliana GN=CTR1 PE=1 SV=1,Q05609
m.30602,306,9,13,2,8,5,10,-0.12,-0.4034,0.961343,0.689527,0.268475,Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1,Q9Y376
m.3061,248,8,8,15,7,8,7,-0.427,-1.4737,0,0.635159,0,m.3061,
m.30614,104,2,0,0,0,1,1,-0.372,-0.455,0.892456,0.696898,0.195997,Lactase-phlorizin hydrolase OS=Oryctolagus cuniculus GN=LCT PE=1 SV=1,P09849
m.30649,133,9,18,9,15,14,8,-0.051,-0.2235,1,0.623325,0.528834,S-crystallin 4 OS=Enteroctopus dofleini PE=2 SV=1,P27012
m.307,487,66,14,163,23,0,0,-2.36,-11.0346,0,0.587995,0,Polyubiquitin OS=Cricetulus griseus PE=2 SV=2,P62976
m.3070,637,0,3,0,0,0,0,-0.659,-0.8604,0.037561,0.675509,0.002355,m.3070,
m.30786,151,2,0,0,1,0,0,-0.436,-0.5016,0.794332,0.700145,0.140222,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,K1QX02
m.3079,696,83,73,92,68,67,75,-0.238,-2.6562,0,0.604375,0,Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3,P13608
m.308,201,43,80,51,32,34,36,-0.612,-4.8774,0,0.591612,0,Mammalian ependymin-related protein 1 OS=Macaca fascicularis GN=EPDR1 PE=2 SV=3,Q9N0C7
m.30803,173,4,2,0,1,1,0,-1.052,-1.5716,0,0.631164,0,Acidic mammalian chitinase OS=Bos taurus GN=CHIA PE=1 SV=1,Q95M17
m.30831,329,2,0,0,1,1,1,-0.404,-0.474,0.856506,0.698579,0.171979,Protein glass OS=Drosophila melanogaster GN=gl PE=1 SV=2,P13360
m.3088,506,4,5,4,7,5,6,0.265,0.6944,0.009162,0.000327,0.722396,Putative serine protease K12H4.7 OS=Caenorhabditis elegans GN=K12H4.7 PE=3 SV=2,P34528
m.3090,880,25,16,11,19,24,22,0.156,0.8452,0.000637,0.00002,0.707584,AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=1 SV=5,O43747
m.30904,460,0,0,0,0,0,1,-0.201,-0.244,1,0.634699,0.503222,Interferon-induced helicase C domain-containing protein 1 OS=Mus musculus GN=Ifih1 PE=1 SV=1,Q8R5F7
m.30917,239,0,4,0,2,1,3,-0.106,-0.1729,1,0.58988,0.58489,Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1,Q5VZK9
m.30927,172,70,51,94,57,58,58,-0.287,-2.9235,0,0.601582,0,Glutathione S-transferase OS=Dirofilaria immitis PE=2 SV=1,P46426
m.30935,188,0,0,0,0,0,0,-0.051,-0.0627,1,0.487094,0.672758,m.30935,
m.30955,229,70,33,28,59,50,55,0.156,1.331,0,0,0.66779,Uncharacterized protein C947.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBC947.09 PE=3 SV=1,O43084
